time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[0,_0_3_7_];[0,_0_3_7_];7;67
1;[7,_0_4_7_];[7,_0_4_7_];7;67
2;[0,_0_3_7_];[0,_0_3_7_];3;63
3;[5,_0_3_7_];[5,_0_3_7_];5;65
3.5;[5,_0_3_7_9_];;;
4;[0,_0_3_7_];[0,_0_3_7_];7;67
4.5;[2,_0_3_6_];[2,_0_3_6_];5;65
5;[0,_0_3_7_];[0,_0_3_7_];3;63
6;[7,_0_4_7_];[7,_0_4_7_];2;62
6.5;[7,_0_4_7_10_];[7,_0_4_7_10_];;
7;[0,_0_3_7_];[0,_0_3_7_];0;60
grouping;-------;-------;-------;-------
8;[0,_0_3_7_];[0,_0_3_7_];7;67
9;[3,_0_4_7_];[3,_0_4_7_];7;67
9.5;[3,_0_4_7_17_];;;
10;[10,_0_4_7_];[10,_0_4_7_];5;65
10.5;[5,_0_5_10_];;;
11;[10,_0_4_7_];[10,_0_4_7_];10;70
12;[3,_0_4_7_];[3,_0_4_7_];7;67
12.5;[10,_0_4_7_17_];;5;65
13;[8,_0_4_7_];[8,_0_4_7_];3;63
13.5;[8,_0_4_7_15_];;;
14;[5,_0_3_7_];[5,_0_3_7_];5;65
14.5;[2,_0_3_6_];;;
15;[7,_0_4_7_];[7,_0_4_7_];7;67
grouping;-------;-------;-------;-------
16;[0,_0_3_7_];[0,_0_3_7_];7;67
16.5;[9,_0_3_6_];;9;69
17;[7,_0_3_7_];[7,_0_3_7_];10;70
18;[5,_0_3_7_10_];[2,_0_3_6_];0;72
18.5;[2,_0_3_6_];;2;74
19;[3,_0_4_];[3,_0_4_];3;75
20;[2,_0_3_7_];[7,_0_4_7_10_];2;74
20.5;[7,_0_4_7_10_];;;
21;[8,_0_4_7_];[8,_0_4_7_];0;72
21.5;[5,_0_3_7_];[5,_0_3_7_];;
22;[7,_0_4_7_];[7,_0_4_7_];11;71
23;[0,_0_3_7_];[0,_0_3_7_];0;72
grouping;-------;-------;-------;-------
24;[5,_0_4_7_];[5,_0_4_7_];0;72
25;[10,_0_4_7_];[10,_0_4_7_];2;74
26;[6,_0_3_6_];[6,_0_3_6_];0;72
tonality;-------;-------;-------;-------
27;[7,_0_3_7_];[7,_0_3_7_];10;70
28;[0,_0_3_7_9_];[0,_0_3_7_9_];9;69
28.5;[2,_0_4_7_];[2,_0_4_7_];;
29;[3,_0_4_11_];[0,_0_3_7_];7;67
29.5;[0,_0_3_7_];;;
30;[2,_0_4_7_10_];[2,_0_4_7_10_];9;69
30.5;[11,_0_3_7_10_];;;
31;[7,_0_4_7_];[7,_0_4_7_];7;67
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[5,_0_4_7_];[5,_0_4_7_];0;72
32.5;[5,_0_4_7_10_];[5,_0_4_7_10_];;
33;[10,_0_4_7_];[10,_0_4_7_];10;70
34;[9,_0_3_6_];[9,_0_3_6_];9;69
35;[10,_0_4_7_];[10,_0_4_7_];10;70
35.5;[10,_0_4_7_10_];[10,_0_4_7_10_];8;68
36;[0,_0_3_7_];[0,_0_3_7_];7;67
36.5;[3,_0_4_7_11_];[3,_0_4_7_11_];;
37;[8,_0_4_7_11_];[8,_0_4_7_11_];7;67
38;[10,_0_4_7_];[10,_0_4_7_];5;65
38.5;[10,_0_4_7_10_];[10,_0_4_7_10_];;
39;[3,_0_4_7_];[3,_0_4_7_];3;63
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
40;[0,_0_4_7_];[0,_0_4_7_];7;67
41;[5,_0_3_7_];[5,_0_3_7_];8;68
42;[3,_0_4_8_];[7,_0_4_7_10_];7;67
42.5;[7,_0_4_7_10_];;5;65
43;[8,_0_4_7_];[8,_0_4_7_];3;63
43.5;[0,_0_3_7_10_];;;
44;[10,_0_4_7_];[2,_0_3_6_];5;65
44.5;[0,_0_5_10_];[5,_0_3_7_];;
45;[3,_0_4_8_];[0,_0_3_7_];3;63
45.5;[0,_0_3_7_];;;
46;[2,_0_5_10_];[7,_0_4_7_];2;62
46.5;[7,_0_4_7_10_];[7,_0_4_7_10_];;
47;[0,_0_4_7_];[0,_0_4_7_];0;60
