time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[3,_0_4_7_];[3,_0_4_7_];3;63
1;[8,_0_4_7_];[8,_0_4_7_];3;63
1.5;[8,_0_4_7_11_];;;
2;[5,_0_3_7_];[5,_0_3_7_];5;65
2.5;[5,_0_3_6_];;;
2.75;[5,_0_3_7_];;;
3;[7,_0_4_7_];[7,_0_4_7_];7;67
3.5;[7,_0_4_7_10_];[7,_0_4_7_10_];5;65
4;[0,_0_3_7_14_];[0,_0_3_7_];3;63
4.5;[0,_0_3_7_];;;
4.75;[0,_0_3_7_14_];;;
5;[0,_0_3_7_];[0,_0_3_7_];7;67
5.5;[0,_0_3_7_10_];;;
6;[3,_0_3_6_];[2,_0_4_7_];9;69
6.5;[2,_0_4_7_];;;
7;[7,_0_3_7_];[7,_0_3_7_];10;70
grouping;-------;-------;-------;-------
8;[7,_0_3_7_];[7,_0_3_7_];10;70
9;[8,_0_4_7_11_];[10,_0_4_7_10_];8;68
9.5;[10,_0_4_7_10_];;;
10;[3,_0_4_7_14_];[3,_0_4_7_];7;67
10.5;[3,_0_4_7_];;;
11;[5,_0_4_7_10_];[7,_0_4_7_10_];5;65
11.5;[7,_0_4_7_10_];;;
12;[0,_0_3_7_];[0,_0_3_7_];3;63
12.5;[2,_0_5_10_15_];;5;65
13;[0,_0_3_7_];[0,_0_3_7_];7;67
13.5;[0,_0_3_7_10_];;;
14;[5,_0_4_7_10_];[5,_0_4_7_10_];9;69
15;[10,_0_4_];[10,_0_4_];10;70
grouping;-------;-------;-------;-------
16;[5,_0_3_7_];[5,_0_3_7_];0;72
16.5;[5,_0_3_7_10_];;;
17;[10,_0_4_7_10_];[10,_0_4_7_10_];10;70
17.5;[7,_0_3_10_];;;
18;[8,_0_4_7_11_];[10,_0_4_7_10_];8;68
18.25;[2,_0_5_10_18_];;;
18.5;[2,_0_3_6_13_];;;
19;[3,_0_4_7_];[3,_0_4_7_];7;67
19.5;[3,_0_4_11_];;;
19.75;[3,_0_4_11_];;;
20;[8,_0_4_7_];[8,_0_4_7_];8;68
20.5;[10,_0_5_10_];;;
21;[5,_0_3_7_10_];[5,_0_3_7_10_];5;65
21.5;[2,_0_3_6_];;;
21.75;[5,_0_3_7_];;;
22;[10,_0_4_7_];[10,_0_4_7_];;
22.5;[10,_0_4_7_];;;
23;[3,_0_4_7_];[3,_0_4_7_];3;63
grouping;-------;-------;-------;-------
24;[3,_0_4_7_];[3,_0_4_7_];3;75
24.5;[5,_0_3_10_];;;
25;[3,_0_4_7_];[3,_0_4_7_];3;75
26;[5,_0_4_7_10_];[5,_0_4_7_10_];3;75
27;[10,_0_4_7_14_];[10,_0_4_7_];2;74
27.5;[10,_0_4_7_14_];;;
27.75;[5,_0_3_7_9_];;;
28;[3,_0_4_7_10_];[3,_0_4_7_10_];10;70
29;[8,_0_4_7_];[8,_0_4_7_];0;72
29.5;[8,_0_4_5_14_];;;
30;[8,_0_4_7_];[8,_0_4_7_];0;72
31;[3,_0_4_7_];[3,_0_4_7_];7;67
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[0,_0_3_7_];[0,_0_3_7_];3;75
32.5;[0,_0_3_7_10_];;;
33;[5,_0_4_7_10_];[5,_0_4_7_10_];3;75
33.5;[3,_0_4_7_14_];;;
34;[5,_0_4_10_];[5,_0_4_10_];3;75
35;[10,_0_4_7_];[10,_0_4_7_];2;74
35.5;[2,_0_3_7_10_];;;
36;[10,_0_4_7_];[10,_0_4_7_];10;70
37;[7,_0_3_5_];[0,_0_3_7_10_];0;72
37.5;[9,_0_3_10_];;;
37.75;[0,_0_7_];;;
38;[5,_0_4_7_];[5,_0_4_7_];0;72
38.5;[5,_0_4_7_10_];[5,_0_4_7_10_];;
39;[10,_0_4_];[10,_0_4_];10;70
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
40;[3,_0_4_7_];[3,_0_4_7_];7;67
40.5;[5,_0_5_10_15_];;8;68
41;[3,_0_4_7_];[3,_0_4_7_];10;70
41.5;[3,_0_4_7_10_];[3,_0_4_7_10_];;
42;[8,_0_4_7_];[8,_0_4_7_];0;72
42.5;[8,_0_4_7_18_];;;
43;[3,_0_4_7_];[3,_0_4_7_];10;70
43.5;[3,_0_4_7_10_];[3,_0_4_7_10_];;
44;[1,_0_3_6_];[0,_0_4_7_];7;67
44.5;[0,_0_4_7_];;;
45;[5,_0_3_7_14_];[5,_0_3_7_];8;68
45.5;[5,_0_3_7_];;;
45.75;[5,_0_3_7_10_];;;
46;[2,_0_3_6_9_];[2,_0_3_6_9_];;
46.5;[2,_0_3_6_9_];;;
47;[0,_0_3_7_];[0,_0_3_7_];7;67
grouping;-------;-------;-------;-------
48;[1,_0_4_7_];[1,_0_4_7_];5;65
49;[3,_0_4_7_10_];[3,_0_4_7_10_];7;67
50;[8,_0_4_7_];[8,_0_4_7_];8;68
51;[10,_0_4_7_];[10,_0_4_7_];10;70
51.5;[10,_0_4_7_10_];;;
52;[7,_0_3_7_];[4,_0_3_6_];10;70
52.5;[4,_0_3_6_];;;
53;[5,_0_3_7_];[5,_0_3_7_];8;68
53.5;[2,_0_3_6_];;;
54;[3,_0_4_7_];[3,_0_4_7_];7;67
54.5;[3,_0_4_7_17_];;;
55;[5,_0_5_10_];[10,_0_4_7_];5;65
55.5;[10,_0_4_7_];;;
grouping;-------;-------;-------;-------
56;[10,_0_4_7_];[10,_0_4_7_];10;70
57;[5,_0_4_7_];[5,_0_4_7_];0;72
58;[10,_0_4_7_10_];[10,_0_4_7_10_];2;74
59;[3,_0_4_7_];[3,_0_4_7_];3;75
59.5;[0,_0_3_7_9_];;;
60;[7,_0_3_7_];[7,_0_3_7_];2;74
60.5;[10,_0_4_7_];;;
61;[0,_0_4_7_10_];[0,_0_4_7_10_];0;72
62;[2,_0_4_7_10_];[2,_0_4_7_10_];0;72
63;[7,_0_3_7_];[7,_0_3_7_];10;70
grouping;-------;-------;-------;-------
64;[8,_0_4_7_];[8,_0_4_7_];3;63
65;[10,_0_4_7_10_];[10,_0_4_7_10_];5;65
65.5;[7,_0_3_7_10_];;;
66;[3,_0_4_7_14_];[3,_0_4_7_];7;67
66.5;[3,_0_4_7_];;;
67;[10,_0_4_7_10_];[10,_0_4_7_10_];8;68
67.5;[10,_0_4_7_10_];;;
68;[3,_0_4_7_];[3,_0_4_7_];7;67
68.5;[3,_0_4_7_];;;
69;[5,_0_3_7_10_];[5,_0_3_7_10_];5;65
69.5;[2,_0_3_6_];;;
69.75;[5,_0_3_7_];;;
70;[10,_0_4_7_];[10,_0_4_7_];;
70.5;[10,_0_4_7_];[10,_0_4_7_10_];;
70.75;[10,_0_4_7_10_];;;
71;[3,_0_4_7_];[3,_0_4_7_];3;63
