time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[8,_0_4_7_];[8,_0_4_7_];0;72
1;[1,_0_4_7_];[1,_0_4_7_];8;68
1.5;[1,_0_4_7_11_];;;
2;[7,_0_3_6_];[7,_0_3_6_];10;70
3;[8,_0_4_7_];[8,_0_4_7_];0;72
3.5;[10,_0_3_10_];;1;73
4;[8,_0_4_7_];[8,_0_4_7_11_];3;75
4.5;[0,_0_3_7_10_];;;
5;[1,_0_4_7_11_];[1,_0_4_7_11_];1;73
6;[3,_0_4_7_10_];[3,_0_4_7_10_];;
7;[8,_0_4_7_];[8,_0_4_7_];0;72
grouping;-------;-------;-------;-------
8;[5,_0_3_7_];[5,_0_3_7_];0;72
8.5;[1,_0_4_7_];;1;73
9;[8,_0_4_7_];[8,_0_4_7_];3;75
9.5;[3,_0_4_7_];;;
10;[8,_0_4_7_];[8,_0_4_7_];3;75
10.5;[1,_0_4_14_];;;
11;[3,_0_4_7_];[3,_0_4_7_];10;70
11.5;[10,_0_3_7_17_];[3,_0_4_7_10_];;
12;[0,_0_3_7_];[0,_0_3_7_];0;72
13;[5,_0_3_10_];[1,_0_4_7_];8;68
13.5;[5,_0_3_10_14_];;;
14;[2,_0_3_6_];[2,_0_3_6_];;
15;[3,_0_4_7_];[3,_0_4_7_];7;67
grouping;-------;-------;-------;-------
16;[3,_0_4_7_10_];[3,_0_4_7_10_];3;63
16.5;[10,_0_3_7_17_];;;
17;[8,_0_4_7_];[8,_0_4_7_];8;68
18;[10,_0_3_7_];[7,_0_3_6_];10;70
18.5;[7,_0_3_6_];;;
19;[8,_0_4_];[8,_0_4_];0;72
19.5;[10,_0_3_10_14_];;;
20;[8,_0_4_7_];[8,_0_4_7_];0;72
20.5;[8,_0_4_7_17_];;;
21;[3,_0_4_7_];[3,_0_4_7_];10;70
grouping;-------;-------;-------;-------
24;[0,_0_4_7_];[0,_0_4_7_];0;72
25;[5,_0_3_7_];[5,_0_3_7_];8;68
25.5;[1,_0_4_7_];;;
26;[0,_0_3_7_10_];[3,_0_4_7_];10;70
26.5;[3,_0_4_7_];;;
27;[8,_0_4_7_];[8,_0_4_7_];0;72
27.5;[10,_0_5_10_15_];;1;73
28;[5,_0_4_7_10_];[5,_0_4_7_10_];3;75
29;[10,_0_3_7_];[10,_0_3_7_];1;73
29.5;[0,_0_3_10_13_];;;
30;[10,_0_3_7_];[10,_0_3_7_];;
30.5;[3,_0_4_7_10_];;;
31;[5,_0_4_7_];[5,_0_4_7_];0;72
grouping;-------;-------;-------;-------
32;[5,_0_3_7_];[5,_0_3_7_];0;72
32.5;[1,_0_4_7_];[1,_0_4_7_];1;73
33;[3,_0_4_7_];[3,_0_4_7_];3;75
33.5;[3,_0_4_7_10_];[3,_0_4_7_10_];;
34;[8,_0_4_7_];[8,_0_4_7_];3;75
34.5;[8,_0_4_7_11_];[8,_0_4_7_11_];;
tonality;-------;-------;-------;-------
35;[10,_0_4_7_10_];[10,_0_4_7_10_];10;70
35.5;[7,_0_3_7_10_];[7,_0_3_7_10_];;
36;[7,_0_5_10_];[0,_0_4_7_];0;72
36.5;[0,_0_4_7_];;;
37;[5,_0_3_7_14_];[5,_0_3_7_];8;68
37.5;[8,_0_4_11_];;;
38;[5,_0_3_7_];;;
38.5;[5,_0_3_7_17_];;;
39;[0,_0_4_7_];[0,_0_4_7_];7;67
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
40;[0,_0_3_];[0,_0_3_];3;63
41;[5,_0_3_7_10_];[5,_0_3_7_];8;68
41.5;[1,_0_4_7_];;;
42;[0,_0_3_7_10_];[3,_0_4_7_];10;70
42.5;[7,_0_3_6_];;;
43;[8,_0_4_];[8,_0_4_7_];0;72
43.5;[8,_0_4_7_11_];;;
44;[1,_0_4_7_];[1,_0_4_7_];1;73
44.5;[3,_0_5_10_16_];;;
45;[1,_0_4_7_11_];[1,_0_4_7_11_];0;72
46;[3,_0_4_7_];[3,_0_4_7_];10;70
46.5;[0,_0_3_7_10_];[3,_0_4_7_10_];;
46.75;[3,_0_4_7_10_];;;
47;[8,_0_4_7_];[8,_0_4_7_];8;68
