time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[5,_0_4_7_];[9,_0_3_7_];5;65
1;[7,_0_4_5_13_];[4,_0_4_7_];7;67
2;[9,_0_3_];[9,_0_3_7_];9;69
3;[9,_0_3_];;9;69
grouping;-------;-------;-------;-------
4;[9,_0_3_];[9,_0_3_7_];9;69
5;[4,_0_3_7_];[7,_0_4_7_];11;71
6;[0,_0_4_];[0,_0_4_7_];0;72
7;[0,_0_4_];;0;72
grouping;-------;-------;-------;-------
8;[0,_0_4_];[0,_0_4_7_];0;72
8.5;[11,_0_3_5_13_];;;
9;[9,_0_3_];[9,_0_3_7_];0;72
9.5;[9,_0_3_10_14_];;;
10;[6,_0_3_5_];[8,_0_3_6_];11;71
10.5;[7,_0_4_13_];;;
11;[9,_0_3_10_];[9,_0_3_7_];9;69
11.5;[5,_0_4_11_];;;
12;[2,_0_3_5_];[2,_0_3_7_9_];7;67
13;[4,_0_3_13_];[4,_0_4_7_];7;67
13.5;[2,_0_3_14_];;5;65
14;[1,_0_4_8_11_];[9,_0_4_7_];5;65
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
16;[1,_0_4_8_11_];[9,_0_4_7_];0;72
16.5;[5,_0_7_11_14_];;;
17;[0,_0_4_5_13_];;0;72
17.5;[1,_0_4_8_11_];;;
18;[2,_0_3_];[2,_0_3_7_];2;74
18.5;[2,_0_3_10_];;;
19;[2,_0_4_8_];[10,_0_4_7_];2;74
19.5;[2,_0_4_7_];;;
20;[2,_0_5_10_16_];[7,_0_3_7_9_];0;72
20.5;[0,_0_4_6_14_];;;
21;[1,_0_4_8_11_];[9,_0_4_7_];0;72
21.5;[9,_0_3_7_16_];;;
22;[11,_0_3_5_];[2,_0_4_7_];11;71
22.5;[11,_0_3_13_];;;
23;[2,_0_7_18_14_];;11;71
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[4,_0_3_7_];[7,_0_4_7_];11;71
24.5;[9,_0_3_7_14_];;;
25;[11,_0_3_5_];;11;71
25.5;[4,_0_3_7_];;;
26;[0,_0_4_];[0,_0_4_7_];0;72
26.5;[0,_0_4_11_];;;
27;[5,_0_4_7_];[9,_0_3_7_];0;72
27.5;[7,_0_5_10_];;;
28;[5,_0_7_11_];[2,_0_3_7_10_];11;71
28.5;[11,_0_3_6_13_];;;
29;[4,_0_3_7_];[7,_0_4_7_];11;71
29.5;[7,_0_4_7_];;;
30;[9,_0_3_5_];[0,_0_4_7_];9;69
30.5;[9,_0_3_14_];;;
31;[9,_0_3_10_];;9;69
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[2,_0_3_7_];[5,_0_4_7_];9;69
33;[11,_0_5_10_15_];[2,_0_3_7_];11;71
33.5;[11,_0_3_10_];;;
34;[8,_0_3_4_];[4,_0_4_7_];0;72
34.5;[0,_0_4_11_];;;
35;[9,_0_3_14_];[9,_0_3_7_];11;71
35.5;[9,_0_3_];;9;69
36;[3,_0_4_6_];[11,_0_4_7_10_];7;67
37;[0,_0_4_7_8_];[4,_0_4_7_];7;67
37.5;[4,_0_3_7_16_];[4,_0_4_7_10_];;
38;[5,_0_4_6_];[9,_0_4_7_];5;65
38.5;[5,_0_4_14_];;;
39;[5,_0_4_5_11_];;5;65
