time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[2,_0_4_7_];[2,_0_4_7_];2;74
0.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
1;[7,_0_4_7_];[7,_0_4_7_];2;74
2;[9,_0_5_10_];[2,_0_4_7_];2;74
2.5;[2,_0_4_7_];;;
3;[7,_0_4_7_];[7,_0_4_7_];2;74
3.5;[4,_0_3_7_];;4;76
4;[5,_0_4_7_];[7,_0_4_7_10_];5;77
4.5;[2,_0_3_7_9_];;;
5;[0,_0_4_7_];[0,_0_4_7_];4;76
5.5;[0,_0_4_];;;
5.75;[0,_0_4_5_];;;
6;[2,_0_5_10_];[7,_0_4_7_];2;74
6.5;[7,_0_4_7_];;;
7;[0,_0_4_7_];[0,_0_4_7_];0;72
grouping;-------;-------;-------;-------
8;[2,_0_4_7_];[2,_0_4_7_];2;74
9;[7,_0_4_7_];[7,_0_4_7_];11;71
9.5;[9,_0_3_10_];;9;69
10;[7,_0_4_7_];[7,_0_7_];7;67
10.5;[2,_0_4_7_];;9;69
tonality;-------;-------;-------;-------
11;[4,_0_3_7_];[4,_0_3_7_];11;71
11.5;[7,_0_4_11_];;;
12;[9,_0_4_7_10_];[9,_0_4_7_];1;73
12.5;[9,_0_4_7_];;;
13;[2,_0_4_7_];[2,_0_4_7_];2;74
13.5;[2,_0_4_];;;
14;[4,_0_5_10_15_];[9,_0_4_7_10_];4;76
14.5;[9,_0_4_7_10_];;;
15;[2,_0_4_];[2,_0_4_];2;74
grouping;-------;-------;-------;-------
16;[7,_0_4_7_];[7,_0_4_7_];2;74
16.5;[11,_0_3_10_];;;
17;[7,_0_4_7_];[7,_0_4_7_];7;79
17.5;[4,_0_3_7_9_];;;
18;[2,_0_4_7_];[2,_0_4_7_];6;78
18.5;[7,_0_4_7_11_];;;
19;[9,_0_4_7_];[9,_0_4_7_];4;76
19.5;[9,_0_4_7_10_];[9,_0_4_7_10_];;
20;[6,_0_4_7_];[6,_0_4_7_];6;78
20.5;[6,_0_4_7_10_];[6,_0_4_7_10_];;
21;[7,_0_4_7_];[7,_0_4_7_];7;79
21.5;[2,_0_4_5_];;6;78
22;[9,_0_4_7_];[9,_0_4_7_];4;76
22.5;[9,_0_4_7_10_];[9,_0_4_7_10_];;
23;[2,_0_4_7_];[2,_0_4_7_];2;74
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[7,_0_4_7_];[7,_0_4_7_];2;74
24.5;[7,_0_4_7_11_];;;
25;[4,_0_3_7_];[4,_0_3_7_];7;79
25.5;[2,_0_5_10_];;;
26;[2,_0_5_10_];[7,_0_4_7_];2;74
26.5;[7,_0_4_7_];;;
27;[0,_0_4_7_];[0,_0_4_7_];4;76
27.5;[0,_0_4_7_14_];;;
28;[4,_0_3_7_];[0,_0_4_7_];11;71
28.5;[0,_0_4_7_];;0;72
29;[2,_0_4_7_];[2,_0_4_7_];2;74
29.5;[8,_0_3_6_];[8,_0_3_6_];;
30;[9,_0_3_7_];[9,_0_3_7_];0;72
30.5;[9,_0_3_7_];;;
30.75;[9,_0_3_6_];;;
31;[4,_0_4_7_];[4,_0_4_7_];11;71
grouping;-------;-------;-------;-------
32;[7,_0_4_7_];[7,_0_4_7_];11;71
33;[2,_0_4_7_];[2,_0_4_7_];9;69
33.5;[11,_0_3_7_10_];;11;71
34;[0,_0_4_7_];[9,_0_3_7_];0;72
34.5;[9,_0_3_7_9_];;;
35;[7,_0_4_7_];[7,_0_4_7_];11;71
35.5;[7,_0_4_7_];;;
36;[9,_0_3_7_];[9,_0_3_7_];9;69
36.5;[9,_0_3_7_14_];;;
37;[9,_0_4_7_];[9,_0_4_7_];4;64
38;[2,_0_4_7_];[2,_0_4_7_];6;66
39;[7,_0_4_7_];[7,_0_4_7_];7;67
