time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[2,_0_4_7_];[2,_0_4_7_];2;74
0.5;[2,_0_4_7_11_];;;
1;[11,_0_3_7_];[11,_0_3_7_];2;74
2;[11,_0_3_10_];[7,_0_4_7_];2;74
2.5;[1,_0_3_6_13_];;;
3;[2,_0_4_7_];[2,_0_4_7_];9;69
3.5;[11,_0_3_7_];;11;71
4;[1,_0_3_6_];[1,_0_3_6_];1;73
5;[2,_0_4_7_];[2,_0_4_7_];2;74
5.5;[2,_0_4_7_11_];;1;73
6;[4,_0_4_7_14_];[4,_0_4_7_];11;71
6.5;[4,_0_4_7_];;;
6.75;[4,_0_4_7_10_];;;
7;[9,_0_4_7_];[9,_0_4_7_];9;69
grouping;-------;-------;-------;-------
8;[11,_0_3_7_];[11,_0_3_7_];2;74
8.5;[8,_0_3_6_];;;
9;[10,_0_3_6_];[10,_0_3_6_];1;73
10;[11,_0_3_];[11,_0_3_];11;71
10.5;[11,_0_3_5_];;;
11;[6,_0_3_7_];[6,_0_3_7_];9;69
11.5;[6,_0_3_7_10_];;;
12;[7,_0_4_7_];[7,_0_4_7_];11;71
12.5;[11,_0_3_7_];;;
13;[1,_0_3_6_];[1,_0_3_6_];7;67
13.5;[2,_0_4_7_];[2,_0_4_7_];6;66
14;[4,_0_5_10_];[9,_0_4_7_];4;64
14.5;[9,_0_4_7_10_];;;
15;[2,_0_4_];[2,_0_4_];2;62
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
16;[2,_0_4_];[2,_0_4_];2;62
16.5;[4,_0_3_10_];;;
17;[6,_0_3_7_];[6,_0_3_7_];9;69
18;[4,_0_4_7_10_];[4,_0_4_7_10_];11;71
18.5;[11,_0_3_7_];;;
19;[9,_0_4_7_];[9,_0_4_7_];9;69
19.5;[2,_0_4_7_];;;
20;[4,_0_4_7_];[4,_0_4_7_];8;68
21;[9,_0_4_7_];[9,_0_4_7_];9;69
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
23;[2,_0_4_7_];[2,_0_4_7_];2;62
23.5;[2,_0_4_7_14_];;;
24;[2,_0_4_7_14_];[2,_0_4_7_];9;69
24.5;[2,_0_4_7_];;;
25;[7,_0_4_7_];[7,_0_4_7_];11;71
25.5;[7,_0_4_7_11_];;;
26;[9,_0_4_7_];[9,_0_4_7_];1;73
27;[2,_0_4_7_];[2,_0_4_7_];2;74
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
28;[6,_0_3_7_];[6,_0_3_7_];1;73
29;[11,_0_3_7_];[8,_0_3_6_];2;74
29.25;[8,_0_3_6_];;;
29.5;[9,_0_4_7_];[9,_0_4_7_];1;73
30;[11,_0_3_7_10_];[11,_0_3_7_10_];11;71
30.5;[4,_0_4_7_];[4,_0_4_7_];;
31;[9,_0_4_7_];[9,_0_4_7_];9;69
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[4,_0_3_7_];[4,_0_3_7_];11;71
32.5;[4,_0_3_7_14_];;;
33;[7,_0_4_7_];[7,_0_4_7_];11;71
33.5;[4,_0_3_7_];;;
34;[3,_0_3_6_];[3,_0_3_6_];9;69
34.5;[6,_0_3_10_];;;
35;[11,_0_4_7_];[11,_0_4_7_];11;71
35.5;[11,_0_4_7_10_];;9;69
36;[4,_0_3_7_];[4,_0_3_7_];7;67
37;[11,_0_4_7_];[11,_0_4_7_];6;66
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
38;[11,_0_3_7_];[11,_0_3_7_];2;74
39;[6,_0_3_7_];[6,_0_3_7_];1;73
39.5;[6,_0_3_7_10_];;;
40;[7,_0_4_7_];[7,_0_4_7_];11;71
40.5;[4,_0_3_7_9_];;;
41;[2,_0_4_7_];[2,_0_4_7_];9;69
41.5;[9,_0_4_7_17_];;;
42;[7,_0_4_7_];[7,_0_4_7_];11;71
42.5;[11,_0_3_7_10_];;9;69
43;[1,_0_3_6_];[1,_0_3_6_];7;67
43.5;[9,_0_4_7_10_];;;
44;[2,_0_4_];[2,_0_4_];6;66
44.25;[2,_0_4_5_];;;
44.5;[2,_0_4_7_];;;
45;[4,_0_3_7_10_];[4,_0_3_7_10_];4;64
46;[9,_0_4_7_];[9,_0_4_7_];;
46.5;[9,_0_4_7_10_];;;
47;[2,_0_4_7_];[2,_0_4_7_];2;62
