time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[4,_0_3_7_];[4,_0_3_7_];4;64
1;[6,_0_5_10_];[4,_0_3_7_];11;71
1.5;[11,_0_3_7_];;;
2;[0,_0_4_7_11_];[9,_0_3_7_];11;71
2.5;[0,_0_3_7_11_];;;
3;[9,_0_3_7_9_];;9;69
3.5;[9,_0_3_7_];;;
4;[11,_0_4_7_];[11,_0_4_7_];11;71
4.5;[11,_0_4_7_10_];;;
5;[4,_0_3_7_];[4,_0_3_7_];4;64
5.5;[3,_0_3_6_];;6;66
6;[4,_0_3_7_];[4,_0_3_7_];7;67
6.5;[4,_0_3_7_10_];;;
7;[0,_0_4_7_];[0,_0_4_7_];7;67
7.5;[4,_0_3_7_11_];;;
8;[4,_0_3_6_9_];[4,_0_3_6_9_];7;67
9;[6,_0_5_10_];[11,_0_4_7_];6;66
9.5;[11,_0_4_7_];;;
9.75;[11,_0_4_7_10_];;;
10;[4,_0_3_7_];[4,_0_3_7_];4;64
grouping;-------;-------;-------;-------
12;[4,_0_3_7_];[4,_0_3_7_];7;67
12.5;[4,_0_3_7_10_];;;
13;[0,_0_4_7_];[0,_0_4_7_];7;67
14;[7,_0_4_7_];[7,_0_4_7_];7;67
15;[0,_0_4_7_];[0,_0_4_7_];4;64
16;[2,_0_5_10_];[7,_0_4_7_];7;67
16.5;[7,_0_4_7_14_];;;
16.75;[7,_0_4_7_];;;
17;[9,_0_3_7_];[6,_0_3_6_];9;69
17.5;[6,_0_3_6_];;;
18;[7,_0_4_7_];[7,_0_4_7_];11;71
18.5;[4,_0_3_7_];;;
18.75;[7,_0_4_7_];;;
19;[9,_0_3_10_];[6,_0_3_6_];9;69
19.25;[7,_0_4_14_];;;
19.5;[6,_0_3_6_];;;
20;[7,_0_4_11_];[11,_0_4_7_];7;67
20.5;[4,_0_3_7_];;;
21;[6,_0_5_10_];;6;66
21.5;[11,_0_4_7_];;;
21.75;[11,_0_4_7_10_];;;
22;[4,_0_3_7_];[4,_0_3_7_];4;64
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[4,_0_3_7_];[4,_0_3_7_];7;67
24.5;[0,_0_4_7_];;;
25;[7,_0_4_7_];[7,_0_4_7_];7;67
25.5;[7,_0_4_7_11_];;;
26;[0,_0_4_7_];[0,_0_4_7_];7;67
26.5;[0,_0_4_7_14_];;;
27;[0,_0_4_7_];;4;64
27.5;[0,_0_4_7_14_];;;
28;[0,_0_4_7_];[0,_0_4_7_];7;67
28.5;[7,_0_4_7_];;;
29;[9,_0_3_7_];[6,_0_3_6_];9;69
29.5;[6,_0_3_6_];;;
30;[7,_0_4_7_];[7,_0_4_7_];11;71
31;[9,_0_5_10_];[2,_0_4_7_];9;69
31.5;[2,_0_4_7_];;;
31.75;[2,_0_4_7_10_];[2,_0_4_7_10_];;
32;[7,_0_4_7_];[7,_0_4_7_];7;67
grouping;-------;-------;-------;-------
34;[7,_0_4_7_];[7,_0_4_7_];2;74
34.5;[11,_0_3_6_];;;
35;[0,_0_4_];[0,_0_4_];4;76
35.5;[0,_0_4_11_];;;
36;[2,_0_4_7_];[2,_0_4_7_];2;74
36.5;[2,_0_4_7_10_];[2,_0_4_7_10_];0;72
37;[4,_0_3_7_];[4,_0_3_7_];11;71
37.5;[9,_0_3_7_18_];;9;69
38;[4,_0_3_7_];[4,_0_3_7_];7;67
38.5;[2,_0_4_7_];[2,_0_4_7_];9;69
39;[7,_0_4_7_];[7,_0_4_7_];11;71
39.5;[7,_0_4_7_];;;
tonality;-------;-------;-------;-------
40;[9,_0_4_7_10_];[11,_0_4_7_10_];9;69
40.5;[11,_0_4_7_10_];;;
41;[4,_0_3_7_14_];[4,_0_3_7_];7;67
41.5;[4,_0_3_7_];;;
42;[9,_0_3_7_9_];[9,_0_3_7_9_];6;66
42.5;[11,_0_4_7_];[11,_0_4_7_];;
42.75;[11,_0_4_7_10_];[11,_0_4_7_10_];;
43;[4,_0_4_7_];[4,_0_4_7_];4;64
