time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[9,_0_4_7_];[9,_0_4_7_];1;73
1;[9,_0_4_7_];[9,_0_4_7_];1;73
1.5;[4,_0_5_10_];;2;74
2;[4,_0_4_7_];[4,_0_4_7_];4;76
3;[9,_0_4_7_];[9,_0_4_7_];1;73
4;[6,_0_3_10_];[2,_0_4_7_];9;69
4.5;[2,_0_4_7_];;;
5;[7,_0_4_7_];[7,_0_4_7_];11;71
5.5;[7,_0_4_7_11_];;;
6;[9,_0_4_7_];[9,_0_4_7_];1;73
7;[2,_0_4_7_];[2,_0_4_7_];2;74
grouping;-------;-------;-------;-------
8;[9,_0_4_7_];[9,_0_4_7_];1;73
9;[4,_0_4_7_];[4,_0_4_7_];11;71
9.5;[4,_0_4_7_10_];[4,_0_4_7_10_];;
10;[6,_0_3_7_];[6,_0_3_7_];9;69
10.5;[9,_0_4_7_];;;
11;[2,_0_4_7_];[2,_0_4_7_];9;69
11.5;[2,_0_4_7_14_];;;
12;[2,_0_4_7_];;;
12.5;[11,_0_3_7_9_];;11;71
13;[9,_0_4_7_];[9,_0_4_7_];1;73
13.5;[9,_0_4_7_14_];;;
14;[9,_0_4_7_];[9,_0_4_7_];1;73
14.5;[9,_0_4_7_17_];;;
15;[11,_0_5_10_];[4,_0_4_7_];11;71
15.5;[9,_0_7_];;9;69
16;[4,_0_4_7_];[4,_0_4_7_10_];11;71
16.5;[4,_0_4_7_10_];;;
17;[9,_0_4_7_];[9,_0_4_7_];9;69
grouping;-------;-------;-------;-------
20;[9,_0_4_7_];[9,_0_4_7_];1;73
21;[4,_0_4_7_];[4,_0_4_7_];11;71
21.5;[4,_0_4_7_10_];[4,_0_4_7_10_];;
22;[1,_0_4_7_];[1,_0_4_7_];1;73
23;[6,_0_3_7_];[6,_0_3_7_];9;69
23.5;[6,_0_3_7_10_];;;
24;[11,_0_4_7_];[11,_0_4_7_];6;66
24.5;[11,_0_4_7_10_];[11,_0_4_7_10_];;
25;[4,_0_4_7_];[4,_0_4_7_];8;68
26;[6,_0_3_10_];[3,_0_3_6_];9;69
26.5;[3,_0_3_6_];;;
27;[4,_0_4_7_];[4,_0_4_7_];11;71
grouping;-------;-------;-------;-------
28;[1,_0_4_7_];[1,_0_4_7_];1;73
29;[6,_0_3_7_];[6,_0_3_7_];9;69
29.5;[9,_0_4_7_];;;
30;[2,_0_4_7_];[2,_0_4_7_];9;69
30.5;[2,_0_4_7_18_];;;
31;[9,_0_4_7_];[9,_0_4_7_];9;69
31.5;[11,_0_5_10_15_];;;
32;[6,_0_3_7_];;;
32.5;[8,_0_3_];;11;71
33;[6,_0_3_7_];[6,_0_3_7_];1;73
34;[9,_0_4_7_];[9,_0_4_7_];1;73
34.5;[9,_0_4_7_17_];;;
35;[11,_0_5_10_];[4,_0_4_7_];11;71
35.5;[9,_0_7_];;9;69
36;[4,_0_4_7_];[4,_0_4_7_];11;71
36.5;[4,_0_4_7_10_];[4,_0_4_7_10_];;
37;[9,_0_4_7_];[9,_0_4_7_];9;69
