time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[0,_0_4_7_];[0,_0_4_7_];0;72
1;[7,_0_4_7_];[7,_0_4_7_];7;67
2;[9,_0_3_10_];[6,_0_3_6_];9;69
2.5;[6,_0_3_6_];;;
3;[7,_0_4_7_];[7,_0_4_7_];11;71
3.5;[7,_0_4_7_10_];[7,_0_4_7_10_];;
4;[0,_0_4_7_];[0,_0_4_7_];0;72
4.5;[0,_0_4_7_10_];[0,_0_4_7_10_];;
5;[5,_0_4_7_14_];[5,_0_4_7_];;
5.5;[5,_0_4_7_];;;
6;[7,_0_5_10_];[0,_0_4_7_];0;72
6.5;[0,_0_4_7_];;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
7;[0,_0_4_7_];[0,_0_4_7_];7;67
7.5;[4,_0_3_6_];[0,_0_4_7_10_];;
8;[9,_0_3_7_];[6,_0_3_6_];0;72
8.5;[6,_0_3_6_];;;
9;[7,_0_3_7_];[7,_0_3_7_];10;70
10;[0,_0_3_7_9_];[0,_0_3_7_9_];9;69
11;[2,_0_4_7_];[2,_0_4_7_];;
11.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
12;[7,_0_3_7_];[7,_0_3_7_];7;67
grouping;-------;-------;-------;-------
14;[7,_0_3_7_];[7,_0_3_7_];7;67
14.5;[3,_0_4_7_];;;
15;[9,_0_3_6_9_];[9,_0_3_6_9_];9;69
15.5;[2,_0_4_7_10_];;;
16;[7,_0_3_7_];[7,_0_3_7_];10;70
16.5;[7,_0_3_];;;
17;[9,_0_3_6_];[0,_0_3_7_];0;72
17.5;[0,_0_3_7_];;;
18;[2,_0_4_8_];[7,_0_3_7_];10;70
18.5;[7,_0_3_7_];;;
19;[9,_0_5_10_];[2,_0_4_7_];9;69
19.5;[2,_0_4_7_];[2,_0_4_7_10_];;
19.75;[2,_0_4_7_10_];;;
20;[7,_0_3_7_];[7,_0_3_7_];7;67
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
22;[0,_0_4_7_];[0,_0_4_7_];7;67
22.5;[2,_0_5_10_15_];;;
23;[0,_0_4_7_];[0,_0_4_7_];0;72
23.5;[2,_0_5_10_15_];;;
24;[0,_0_4_7_];[0,_0_4_7_];0;72
24.5;[2,_0_5_10_];;;
24.75;[0,_0_7_];;;
25;[7,_0_4_7_];[7,_0_4_7_];11;71
25.5;[7,_0_4_10_];[7,_0_4_10_];;
26;[7,_0_5_10_];[0,_0_4_7_];0;72
26.5;[0,_0_4_7_];;;
26.75;[2,_0_5_10_];;;
27;[0,_0_4_7_];;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
28;[5,_0_4_7_];[5,_0_4_7_];0;72
28.5;[5,_0_4_7_14_];;;
29;[5,_0_4_7_];[5,_0_4_7_];0;72
29.5;[0,_0_4_7_17_];;;
30;[2,_0_3_];[2,_0_3_];2;74
30.5;[4,_0_3_10_];;;
31;[2,_0_3_7_];[2,_0_3_7_];2;74
31.5;[4,_0_5_10_15_];;;
32;[5,_0_4_7_];[5,_0_4_7_];0;72
32.5;[5,_0_4_7_];;;
33;[7,_0_3_10_];[7,_0_3_10_];10;70
33.5;[0,_0_4_7_10_];[0,_0_4_7_10_];;
34;[5,_0_4_7_];[5,_0_4_7_];9;69
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
36;[0,_0_4_7_];[0,_0_4_7_];7;67
36.5;[0,_0_4_7_10_];[0,_0_4_7_10_];;
37;[9,_0_3_7_];[6,_0_3_6_];9;69
37.5;[6,_0_3_6_];;;
38;[7,_0_3_7_];[7,_0_3_7_];10;70
38.5;[7,_0_3_7_];;;
39;[0,_0_3_7_9_];[0,_0_3_7_9_];9;69
39.5;[2,_0_4_7_];[2,_0_4_7_];;
39.75;[2,_0_4_7_10_];[2,_0_4_7_10_];;
40;[3,_0_4_7_];[3,_0_4_7_];7;67
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
42;[7,_0_3_7_];[7,_0_3_7_];10;70
42.5;[7,_0_3_7_];;;
43;[0,_0_5_10_];[5,_0_4_7_];0;72
43.5;[5,_0_4_7_];;;
44;[10,_0_4_7_];[10,_0_4_7_];2;74
44.5;[10,_0_4_7_11_];;;
45;[3,_0_4_7_];[3,_0_4_7_];3;75
45.5;[10,_0_4_7_];;2;74
46;[0,_0_3_7_10_];[0,_0_3_7_10_];0;72
46.5;[0,_0_3_10_];;;
47;[5,_0_4_7_];[5,_0_4_7_];;
47.5;[5,_0_4_7_];;;
48;[10,_0_4_7_];[10,_0_4_7_];2;74
grouping;-------;-------;-------;-------
50;[10,_0_4_7_];[10,_0_4_7_];2;74
51;[0,_0_5_10_];[5,_0_4_7_];0;72
51.5;[5,_0_4_7_];;;
52;[10,_0_4_7_];[10,_0_4_7_];2;74
52.5;[10,_0_4_7_11_];;;
53;[0,_0_3_7_9_];[2,_0_4_7_10_];0;72
53.5;[2,_0_4_7_10_];;;
54;[7,_0_3_7_];[7,_0_3_7_];10;70
54.5;[7,_0_3_7_14_];;;
tonality;-------;-------;-------;-------
55;[0,_0_4_7_10_];[0,_0_4_7_];7;67
55.5;[0,_0_4_7_];;;
56;[5,_0_4_7_];[5,_0_4_7_];9;69
56.5;[5,_0_4_7_11_];;;
57;[7,_0_4_7_];[7,_0_4_7_];11;71
57.5;[7,_0_4_10_];[7,_0_4_10_];;
58;[0,_0_4_7_];[0,_0_4_7_];0;72
