time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[9,_0_3_7_];[9,_0_3_7_];4;64
0.5;[11,_0_5_10_15_];;;
1;[9,_0_3_7_];[9,_0_3_7_];9;69
1.5;[9,_0_3_7_14_];;;
2;[11,_0_5_10_];[4,_0_4_7_];11;71
2.5;[4,_0_4_7_];;;
3;[9,_0_3_7_];[9,_0_3_7_];0;72
3.5;[6,_0_3_6_];;;
4;[8,_0_3_6_];[8,_0_3_6_];11;71
5;[9,_0_3_7_];[9,_0_3_7_];9;69
5.5;[9,_0_3_7_10_];;;
6;[11,_0_3_6_];[11,_0_3_6_];11;71
6.5;[11,_0_3_6_13_];;;
7;[4,_0_4_7_];[4,_0_4_7_];8;68
8.5;[9,_0_7_14_];;6;66
9;[4,_0_4_7_];[4,_0_4_7_];4;64
grouping;-------;-------;-------;-------
10;[4,_0_3_7_];[4,_0_3_7_];7;67
11;[9,_0_3_7_10_];[9,_0_3_7_10_];7;67
12;[11,_0_3_6_];[11,_0_3_6_];5;65
12.5;[2,_0_3_7_10_];;;
13;[4,_0_4_7_10_];[4,_0_4_7_10_];4;64
13.5;[9,_0_4_7_10_];[9,_0_4_7_10_];;
14;[2,_0_4_7_];[2,_0_4_7_];9;69
14.5;[5,_0_4_6_10_];;;
15;[9,_0_3_7_];[9,_0_3_7_];9;69
15.5;[11,_0_4_7_];[11,_0_4_7_];11;71
16;[4,_0_4_7_];[4,_0_4_7_];8;68
16.5;[0,_0_4_8_];[4,_0_4_10_];;
16.75;[4,_0_4_10_];;;
17;[9,_0_3_7_];[9,_0_3_7_];9;69
grouping;-------;-------;-------;-------
20;[4,_0_4_7_];[4,_0_4_7_];11;71
21;[9,_0_3_7_];[9,_0_3_7_];0;72
tonality;-------;-------;-------;-------
22;[7,_0_4_7_];[7,_0_4_7_];2;74
23;[0,_0_4_7_];[0,_0_4_7_];4;76
23.5;[0,_0_4_7_11_];[0,_0_4_7_11_];;
24;[9,_0_3_7_];[9,_0_3_7_];4;76
24.5;[9,_0_3_7_10_];[9,_0_3_7_10_];;
25;[2,_0_3_7_10_];[2,_0_3_7_10_];2;74
25.5;[9,_0_3_7_17_];;4;76
25.75;[2,_0_3_7_10_];;5;77
26;[7,_0_4_7_];[7,_0_4_7_];2;74
26.5;[7,_0_4_7_10_];[7,_0_4_7_10_];;
27;[0,_0_4_7_];[0,_0_4_7_];0;72
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
28;[9,_0_4_7_];[9,_0_4_7_];4;76
29;[2,_0_4_7_];[2,_0_4_7_];2;74
29.5;[4,_0_4_10_];[4,_0_4_10_];;
30;[5,_0_4_7_11_];[5,_0_4_7_11_];0;72
30.5;[9,_0_3_6_9_];[9,_0_3_6_9_];;
31;[7,_0_4_7_];[7,_0_4_7_];11;71
31.5;[11,_0_3_6_9_];[11,_0_3_6_9_];;
32;[9,_0_3_7_];[9,_0_3_7_];9;69
32.5;[11,_0_5_10_];;11;71
33;[9,_0_3_6_9_];[9,_0_3_6_9_];0;72
33.5;[11,_0_4_7_10_];;11;71
34;[4,_0_4_7_];[4,_0_4_7_];11;71
34.5;[4,_0_4_7_10_];[4,_0_4_7_10_];;
35;[9,_0_4_7_];[9,_0_4_7_];9;69
