time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[9,_0_4_7_];[9,_0_4_7_];4;76
1;[9,_0_4_7_];[9,_0_4_7_];4;76
1.5;[9,_0_4_7_14_];;;
2;[9,_0_4_7_];;4;76
2.5;[9,_0_4_7_];;;
3;[2,_0_4_7_];[2,_0_4_7_];6;78
3.5;[2,_0_4_7_14_];;;
4;[2,_0_4_7_];;6;78
4.5;[2,_0_4_7_];;;
5;[9,_0_4_7_];[9,_0_4_7_];4;76
grouping;-------;-------;-------;-------
8;[6,_0_3_7_];[6,_0_3_7_];1;73
9;[4,_0_4_7_10_];[4,_0_4_7_10_];2;74
10;[9,_0_4_7_];[9,_0_4_7_];1;73
11;[4,_0_4_7_];[4,_0_4_7_];11;71
11.5;[4,_0_4_7_10_];[4,_0_4_7_10_];;
12;[9,_0_4_7_];[9,_0_4_7_];1;73
12.5;[9,_0_4_7_];;;
12.75;[4,_0_5_10_];;2;74
13;[11,_0_5_10_];[4,_0_4_7_];11;71
13.5;[11,_0_3_7_17_];;;
13.75;[1,_0_5_10_15_];;;
14;[4,_0_4_7_10_];[4,_0_4_7_10_];;
15;[9,_0_4_7_];[9,_0_4_7_];9;69
grouping;-------;-------;-------;-------
16;[4,_0_4_7_];[4,_0_4_7_];11;71
16.5;[6,_0_5_10_15_];;;
17;[4,_0_4_7_];[4,_0_4_7_];11;71
17.5;[6,_0_5_10_15_];;;
18;[4,_0_4_7_];;11;71
18.5;[4,_0_7_];;;
19;[9,_0_4_7_14_];[9,_0_4_7_];1;73
19.5;[9,_0_4_7_14_];;;
19.75;[1,_0_3_7_10_];;;
20;[9,_0_4_7_];;1;73
20.5;[9,_0_4_7_];;;
21;[4,_0_4_7_];[4,_0_4_7_];11;71
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[4,_0_4_7_];[4,_0_4_7_];11;71
25;[9,_0_4_7_];[9,_0_4_7_];1;73
25.5;[11,_0_5_10_16_];;3;75
26;[1,_0_3_7_];[1,_0_3_7_];4;76
26.5;[4,_0_4_];;;
27;[6,_0_3_7_10_];[6,_0_3_7_10_];4;76
27.5;[1,_0_3_5_];;;
28;[11,_0_4_7_];[11,_0_4_7_];3;75
28.5;[11,_0_4_7_];;;
29;[4,_0_4_7_];[4,_0_4_7_];4;76
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[9,_0_4_7_];[9,_0_4_7_];4;76
33;[2,_0_4_7_];[2,_0_4_7_];6;78
33.5;[11,_0_3_7_14_];;;
34;[1,_0_3_10_];[10,_0_3_6_];4;76
34.5;[10,_0_3_6_];;;
35;[11,_0_3_7_14_];[11,_0_3_7_];2;74
35.5;[11,_0_3_7_];;;
36;[4,_0_3_7_9_];[6,_0_4_7_];1;73
36.5;[6,_0_4_7_];;;
37;[11,_0_3_7_];[11,_0_3_7_];2;74
grouping;-------;-------;-------;-------
40;[9,_0_4_7_];[9,_0_4_7_];1;73
40.5;[9,_0_4_7_17_];;;
41;[4,_0_4_7_];[4,_0_4_7_];11;71
42;[9,_0_4_7_];[9,_0_4_7_];1;73
42.5;[6,_0_3_7_];[2,_0_4_7_];;
42.75;[2,_0_4_7_];;2;74
43;[11,_0_3_7_10_];[11,_0_3_7_10_];11;71
43.5;[11,_0_3_10_];;;
44;[4,_0_4_7_];[4,_0_4_7_];11;71
44.5;[4,_0_4_7_17_];;9;69
44.75;[4,_0_4_5_];;;
45;[9,_0_4_7_];[9,_0_4_7_];9;69
