time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[4,_0_4_7_];[4,_0_4_7_];4;76
1;[9,_0_3_7_];[9,_0_3_7_];0;72
1.5;[4,_0_4_7_17_];;11;71
2;[9,_0_3_7_9_];[9,_0_3_6_9_];0;72
2.5;[9,_0_3_6_9_];;;
3;[4,_0_4_7_];[4,_0_4_7_];11;71
grouping;-------;-------;-------;-------
4;[4,_0_4_7_10_];[4,_0_4_7_10_];8;68
5;[9,_0_3_7_];[9,_0_3_7_];9;69
6;[2,_0_3_7_9_];[2,_0_3_7_];9;69
6.5;[2,_0_3_7_];;;
7;[4,_0_4_7_];[4,_0_4_7_];8;68
grouping;-------;-------;-------;-------
8;[4,_0_4_7_];[4,_0_4_7_];4;76
9;[9,_0_3_7_];[9,_0_3_7_];4;76
10;[4,_0_4_7_];[4,_0_4_7_];4;76
11;[5,_0_4_7_];[5,_0_4_7_];5;77
11.5;[2,_0_3_7_9_];;;
tonality;-------;-------;-------;-------
12;[0,_0_4_7_];[0,_0_4_7_];4;76
12.5;[2,_0_5_10_];;2;74
13;[2,_0_4_7_10_];[2,_0_4_7_10_];2;74
14;[7,_0_4_7_];[7,_0_4_7_];;
14.5;[7,_0_4_7_10_];[7,_0_4_7_10_];;
15;[0,_0_4_];[0,_0_4_];0;72
grouping;-------;-------;-------;-------
17;[7,_0_4_7_];[7,_0_4_7_];11;71
18;[5,_0_4_7_];[5,_0_4_7_];0;72
18.5;[9,_0_3_7_];;;
19;[7,_0_4_7_];[7,_0_4_7_];2;74
19.5;[7,_0_4_7_];;;
20;[0,_0_4_7_];[0,_0_4_7_];4;76
20.5;[9,_0_3_7_];;;
tonality;-------;-------;-------;-------
21;[8,_0_3_6_];[4,_0_4_7_10_];2;74
21.5;[4,_0_4_7_10_];;;
22;[9,_0_3_7_];[9,_0_3_7_];0;72
23;[4,_0_4_7_];[4,_0_4_7_];11;71
grouping;-------;-------;-------;-------
25;[9,_0_7_14_];[2,_0_4_7_];9;69
25.5;[2,_0_4_7_14_];;;
26;[4,_0_4_7_10_];[8,_0_3_6_];11;71
26.5;[0,_0_4_8_11_];;;
27;[9,_0_3_7_];[9,_0_3_7_];0;72
27.5;[0,_0_4_7_11_];;;
28;[2,_0_3_7_];[5,_0_4_7_];2;74
28.5;[9,_0_3_7_10_];;0;72
29;[2,_0_3_7_9_];[2,_0_3_7_9_];11;71
30;[4,_0_4_7_];[4,_0_4_7_];;
30.5;[4,_0_4_7_10_];[4,_0_4_7_10_];;
31;[9,_0_3_7_];[9,_0_3_7_];9;69
