time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[7,_0_4_7_];[7,_0_4_7_];2;74
1;[0,_0_4_7_];[0,_0_4_7_];4;76
1.5;[0,_0_4_7_11_];;;
2;[2,_0_4_7_];[2,_0_4_7_];2;74
2.5;[2,_0_4_7_10_];[2,_0_4_7_10_];0;72
3;[4,_0_3_7_];[4,_0_3_7_];11;71
3.5;[0,_0_4_7_];;0;72
4;[7,_0_4_7_];[7,_0_4_7_];2;74
4.5;[0,_0_4_7_14_];;;
5;[2,_0_4_7_];[2,_0_4_7_];9;69
grouping;-------;-------;-------;-------
7;[7,_0_4_7_];[7,_0_4_7_];11;71
7.5;[7,_0_4_7_11_];;;
8;[1,_0_3_6_];[1,_0_3_6_];1;73
9;[2,_0_4_7_];[2,_0_4_7_];2;74
grouping;-------;-------;-------;-------
12;[7,_0_4_7_];[7,_0_4_7_];2;74
13;[0,_0_4_7_];[0,_0_4_7_];4;76
13.5;[0,_0_4_7_11_];;;
14;[2,_0_4_7_];[2,_0_4_7_];2;74
14.5;[4,_0_3_10_];;;
15;[2,_0_4_7_10_];[2,_0_4_7_10_];9;69
15.5;[7,_0_4_7_];;11;71
16;[9,_0_3_7_];[6,_0_3_6_];0;72
16.5;[6,_0_3_6_];;;
17;[7,_0_4_7_];[7,_0_4_7_];11;71
17.5;[7,_0_4_7_17_];;;
18;[2,_0_4_7_];[2,_0_4_7_];9;69
18.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
19;[7,_0_4_7_];[7,_0_4_7_];7;67
grouping;-------;-------;-------;-------
20;[7,_0_4_7_];[7,_0_4_7_];7;67
21;[2,_0_4_7_];[2,_0_4_7_];9;69
21.5;[11,_0_3_7_10_];;11;71
22;[0,_0_4_7_];[0,_0_4_7_];0;72
22.5;[9,_0_3_7_9_];;;
23;[7,_0_4_7_];[7,_0_4_7_];11;71
23.5;[0,_0_4_7_11_];;0;72
tonality;-------;-------;-------;-------
24;[2,_0_4_7_];[2,_0_4_7_];2;74
24.5;[4,_0_3_10_14_];;;
25;[2,_0_4_7_];[2,_0_4_7_];2;74
25.5;[4,_0_5_10_15_];;;
26;[2,_0_4_7_];[2,_0_4_7_];9;69
26.5;[9,_0_4_7_17_];;;
27;[7,_0_4_7_];[7,_0_4_7_];7;67
27.5;[7,_0_4_7_11_];;6;66
28;[9,_0_4_7_];[9,_0_4_7_];4;64
28.5;[9,_0_4_7_10_];[9,_0_4_7_10_];;
29;[2,_0_4_7_];[2,_0_4_7_];2;62
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[2,_0_4_7_];[2,_0_4_7_];2;62
32.5;[2,_0_4_7_10_];;;
33;[7,_0_4_7_];[7,_0_4_7_];7;67
33.5;[0,_0_4_7_];;;
34;[6,_0_3_6_17_];[6,_0_3_6_];9;69
34.5;[6,_0_3_6_];;;
35;[7,_0_4_7_];[7,_0_4_7_];11;71
35.5;[0,_0_7_];;0;72
36;[7,_0_4_7_];[7,_0_4_7_];2;74
36.5;[2,_0_3_7_];;;
37;[4,_0_4_7_10_];[4,_0_4_7_10_];2;74
37.5;[11,_0_3_7_17_];;;
38;[9,_0_3_7_14_];[9,_0_3_7_];0;72
38.5;[9,_0_3_7_];;;
39;[3,_0_4_8_];[11,_0_4_7_];11;71
39.5;[11,_0_4_7_];;;
40;[9,_0_3_7_];[9,_0_3_7_];9;69
41;[11,_0_4_7_];[11,_0_4_7_];11;71
grouping;-------;-------;-------;-------
44;[4,_0_3_7_];[4,_0_3_7_];11;71
44.5;[9,_0_3_7_10_];;0;72
45;[11,_0_3_7_];[11,_0_3_7_];2;74
45.5;[8,_0_3_6_];;;
46;[9,_0_4_7_];[9,_0_4_7_];4;76
46.5;[9,_0_4_7_10_];[9,_0_4_7_10_];;
47;[2,_0_4_7_];[2,_0_4_7_];2;74
47.5;[4,_0_3_10_];;;
48;[2,_0_4_7_];[2,_0_4_7_10_];9;69
48.5;[9,_0_3_7_17_];;;
49;[7,_0_4_7_];[7,_0_4_7_];11;71
49.5;[11,_0_3_7_10_];;;
50;[1,_0_3_6_];[1,_0_3_6_];1;73
51;[2,_0_4_7_];[2,_0_4_7_];2;74
grouping;-------;-------;-------;-------
52;[7,_0_4_7_];[7,_0_4_7_];2;74
52.5;[7,_0_4_7_11_];;;
53;[0,_0_4_];[0,_0_4_];4;76
53.5;[0,_0_4_6_];;;
54;[7,_0_4_7_];[7,_0_4_7_];2;74
54.5;[2,_0_5_10_];;;
55;[2,_0_4_7_];[2,_0_4_7_];9;69
55.5;[11,_0_3_7_];;11;71
56;[0,_0_4_7_];[0,_0_4_7_];0;72
56.5;[9,_0_3_7_9_];;;
57;[7,_0_4_7_];[7,_0_4_7_];11;71
57.5;[0,_0_4_7_11_];;;
58;[2,_0_4_7_];[2,_0_4_7_];9;69
58.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
59;[7,_0_4_7_];[7,_0_4_7_];7;67
grouping;-------;-------;-------;-------
60;[0,_0_4_7_];[0,_0_4_7_];7;67
60.5;[0,_0_4_7_11_];[0,_0_4_7_11_];;
61;[9,_0_3_7_];[9,_0_3_7_];9;69
61.5;[11,_0_5_10_];;11;71
62;[9,_0_3_7_];[9,_0_3_7_];0;72
62.5;[6,_0_3_6_];;;
63;[4,_0_3_7_];[4,_0_3_7_];11;71
63.5;[9,_0_3_7_10_];;0;72
tonality;-------;-------;-------;-------
64;[7,_0_4_7_];[7,_0_4_7_];2;74
64.5;[9,_0_5_10_15_];;;
65;[7,_0_4_7_];[2,_0_4_7_];2;74
65.5;[1,_0_3_6_13_];;;
66;[2,_0_4_7_];[2,_0_4_7_];9;69
66.5;[2,_0_4_7_];;;
67;[7,_0_4_7_];[7,_0_4_7_];7;67
67.5;[2,_0_4_5_];;6;66
68;[4,_0_5_10_];[9,_0_4_7_];4;64
68.5;[9,_0_4_7_10_];;;
69;[2,_0_4_7_];[2,_0_4_7_];2;62
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
72;[11,_0_3_7_];[11,_0_3_7_];2;62
72.5;[11,_0_3_7_13_];;;
73;[4,_0_3_7_];[4,_0_3_7_];7;67
73.5;[0,_0_4_7_];;;
74;[11,_0_3_7_10_];[2,_0_4_7_];9;69
74.5;[6,_0_3_6_];;;
75;[7,_0_4_];[7,_0_4_7_];11;71
75.5;[9,_0_3_10_14_];;0;72
76;[7,_0_4_7_];;2;74
76.5;[9,_0_3_5_];;;
76.75;[2,_0_7_];;;
77;[4,_0_4_7_10_];[4,_0_4_7_10_];2;74
77.5;[11,_0_3_5_];;;
78;[9,_0_3_7_14_];[9,_0_3_7_];0;72
78.5;[9,_0_3_7_];;;
79;[4,_0_3_7_];[4,_0_3_7_];11;71
79.5;[11,_0_3_7_17_];;;
80;[9,_0_3_7_];[9,_0_3_7_];9;69
80.5;[11,_0_5_10_15_];;;
81;[9,_0_3_7_];[9,_0_3_7_];4;64
81.5;[9,_0_3_7_];;;
82;[2,_0_4_7_10_];[2,_0_4_7_10_];6;66
83;[7,_0_4_];[7,_0_4_];7;67
grouping;-------;-------;-------;-------
84;[2,_0_4_7_];[2,_0_4_7_];9;69
85;[7,_0_4_7_];[7,_0_4_7_];11;71
85.5;[7,_0_4_7_14_];;;
86;[7,_0_4_7_];[7,_0_4_7_];7;67
87;[0,_0_4_7_14_];[0,_0_4_7_];4;64
87.5;[0,_0_4_7_11_];;;
88;[0,_0_4_7_];;;
88.5;[0,_0_4_6_];;;
89;[7,_0_4_7_];[7,_0_4_7_];2;62
grouping;-------;-------;-------;-------
90;[2,_0_4_7_];[2,_0_4_7_];9;69
90.5;[11,_0_3_7_10_];;11;71
90.75;[2,_0_4_7_10_];;0;72
91;[7,_0_4_7_14_];[7,_0_4_7_];11;71
91.5;[11,_0_3_7_10_];;;
92;[4,_0_3_7_];[4,_0_3_7_];;
92.5;[4,_0_3_7_10_];;;
93;[9,_0_3_7_10_];[9,_0_3_7_10_];9;69
93.5;[4,_0_3_5_];;;
