time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[2,_0_4_7_];[2,_0_4_7_];2;62
0.5;[9,_0_4_7_17_];;;
1;[2,_0_4_7_];[2,_0_4_7_];9;69
1.5;[4,_0_5_10_15_];;;
2;[2,_0_4_7_];[2,_0_4_7_];9;69
2.5;[2,_0_4_7_];;;
3;[7,_0_4_7_];[7,_0_4_7_];11;71
3.5;[7,_0_4_7_11_];;;
4;[1,_0_3_6_];[1,_0_3_6_];1;73
4.5;[9,_0_4_7_10_];;;
5;[7,_0_4_7_];[7,_0_4_7_];2;74
5.5;[7,_0_4_7_18_];;;
6;[2,_0_4_7_];[2,_0_4_7_];;
6.5;[4,_0_3_10_];;;
7;[2,_0_4_7_];;2;74
grouping;-------;-------;-------;-------
8;[2,_0_4_7_];[2,_0_4_7_];6;78
8.5;[11,_0_3_7_10_];;;
9;[1,_0_3_6_9_];[1,_0_3_6_9_];4;76
10;[11,_0_3_7_];[11,_0_3_7_];2;74
10.5;[11,_0_3_7_10_];;;
11;[11,_0_3_6_9_];[11,_0_3_6_9_];2;74
12;[9,_0_4_7_];[9,_0_4_7_];1;73
13;[2,_0_4_7_];[2,_0_4_7_];2;74
grouping;-------;-------;-------;-------
16;[2,_0_4_7_];[2,_0_4_7_];2;74
16.5;[4,_0_5_10_15_];;4;76
17;[2,_0_4_7_];[2,_0_4_7_];6;78
17.5;[2,_0_4_7_11_];;;
18;[11,_0_3_7_];[11,_0_3_7_];6;78
18.5;[2,_0_4_7_11_];;;
19;[4,_0_4_7_];[4,_0_4_7_];4;76
19.5;[4,_0_4_10_];;;
20;[6,_0_3_7_10_];[4,_0_4_7_10_];4;76
20.5;[8,_0_3_6_];;2;74
21;[9,_0_4_7_];[9,_0_4_7_];1;73
21.5;[6,_0_3_5_14_];;11;71
22;[8,_0_5_10_];[1,_0_4_7_];1;73
22.5;[1,_0_4_7_];;;
23;[6,_0_3_7_];[6,_0_3_7_];9;69
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[6,_0_3_7_];[6,_0_3_7_];1;73
24.5;[6,_0_3_7_10_];;;
25;[11,_0_3_10_];[8,_0_3_6_];2;74
25.5;[8,_0_3_6_];;;
26;[9,_0_4_7_];[9,_0_4_7_];1;73
26.5;[9,_0_4_7_17_];;;
27;[11,_0_5_10_];[4,_0_4_7_];11;71
27.5;[11,_0_3_7_10_];;;
28;[4,_0_4_7_];[4,_0_4_7_10_];11;71
28.5;[4,_0_4_7_10_];;;
29;[9,_0_4_7_];[9,_0_4_7_];9;69
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
32;[9,_0_4_7_];[9,_0_4_7_];9;69
33;[2,_0_4_7_];[2,_0_4_7_];6;66
33.5;[4,_0_5_10_15_];;7;67
34;[2,_0_4_7_];[2,_0_4_7_];9;69
34.5;[2,_0_7_15_];[2,_0_4_7_10_];;
35;[7,_0_4_7_];[7,_0_4_7_];11;71
35.5;[4,_0_3_7_9_];;;
36;[2,_0_4_7_];[2,_0_4_7_];9;69
36.5;[9,_0_3_7_9_];;;
37;[11,_0_4_7_10_];[11,_0_4_7_10_];9;69
38;[4,_0_3_7_];[4,_0_3_7_];7;67
38.5;[6,_0_5_10_];;6;66
39;[11,_0_4_7_];[11,_0_4_7_];6;66
grouping;-------;-------;-------;-------
40;[2,_0_4_7_10_];[2,_0_4_7_10_];9;69
41;[7,_0_4_7_];[7,_0_4_7_];7;67
41.5;[7,_0_4_7_14_];;;
42;[11,_0_3_7_];[11,_0_3_7_];6;66
42.5;[11,_0_3_7_10_];;;
43;[4,_0_3_7_10_];[4,_0_3_7_10_];4;64
43.5;[11,_0_3_5_];;;
44;[9,_0_4_7_];[9,_0_4_7_];4;64
44.5;[9,_0_4_7_10_];[9,_0_4_7_10_];;
45;[2,_0_4_7_];[2,_0_4_7_];2;62
