time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[10,_0_4_7_];[10,_0_4_7_];10;70
1;[3,_0_4_7_];[3,_0_4_7_];10;70
1.5;[9,_0_3_6_];;0;72
2;[10,_0_4_7_];[10,_0_4_7_];2;74
3;[5,_0_4_7_];[5,_0_4_7_];0;72
3.5;[5,_0_4_7_10_];[5,_0_4_7_10_];;
4;[7,_0_3_7_];[7,_0_3_7_];10;70
5;[0,_0_3_7_9_];[0,_0_3_7_9_];9;69
6;[2,_0_4_7_];[2,_0_4_7_];;
6.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
7;[3,_0_4_7_];[3,_0_4_7_];7;67
grouping;-------;-------;-------;-------
8;[7,_0_3_7_];[7,_0_3_7_];2;74
9;[0,_0_3_7_10_];[0,_0_3_7_10_];3;75
10;[5,_0_4_7_];[5,_0_4_7_];0;72
10.5;[5,_0_4_7_10_];[5,_0_4_7_10_];;
11;[10,_0_4_7_];[10,_0_4_7_];2;74
11.5;[10,_0_4_7_17_];;;
12;[0,_0_5_10_];[5,_0_4_7_];0;72
12.5;[5,_0_4_7_];;;
13;[10,_0_4_7_];[10,_0_4_7_];10;70
grouping;-------;-------;-------;-------
16;[10,_0_4_7_];[10,_0_4_7_];10;70
16.5;[0,_0_5_10_15_];;0;72
17;[10,_0_4_7_];[10,_0_4_7_];2;74
17.5;[10,_0_4_7_11_];;;
18;[7,_0_3_7_];[7,_0_3_7_];2;74
18.5;[2,_0_3_7_17_];;;
19;[3,_0_4_];[3,_0_4_];3;75
19.5;[2,_0_3_5_13_];;;
20;[0,_0_3_7_];[0,_0_3_7_];3;75
20.5;[3,_0_4_7_11_];;;
21;[5,_0_4_7_];[5,_0_4_7_];5;77
22;[5,_0_5_10_];[10,_0_4_7_];3;75
22.5;[10,_0_4_7_];;2;74
23;[5,_0_4_7_];[5,_0_4_7_];0;72
grouping;-------;-------;-------;-------
24;[5,_0_4_7_];[5,_0_4_7_];5;77
25;[10,_0_4_7_];[10,_0_4_7_];2;74
25.5;[10,_0_4_7_14_];;;
26;[10,_0_4_7_];[10,_0_4_7_];2;74
26.5;[10,_0_4_7_17_];;;
27;[5,_0_4_7_];[5,_0_4_7_];0;72
27.5;[9,_0_3_6_9_];[9,_0_3_6_9_];;
28;[7,_0_3_7_14_];[7,_0_3_7_];10;70
28.5;[7,_0_3_7_];;;
29;[0,_0_3_7_9_];[0,_0_3_7_9_];9;69
29.5;[9,_0_3_10_];;;
30;[2,_0_4_7_];[2,_0_4_7_];;
31;[7,_0_3_7_];[7,_0_3_7_];7;67
grouping;-------;-------;-------;-------
32;[7,_0_4_7_];[7,_0_4_7_];2;74
33;[0,_0_3_7_];[0,_0_3_7_];3;75
33.5;[3,_0_4_7_11_];;;
34;[5,_0_4_7_10_];[5,_0_4_7_10_];0;72
34.5;[5,_0_4_7_];;;
35;[10,_0_4_7_];[10,_0_4_7_];2;74
35.5;[3,_0_4_7_11_];;;
36;[5,_0_4_7_];[5,_0_4_7_];0;72
36.5;[5,_0_4_7_10_];[5,_0_4_7_10_];;
37;[10,_0_4_7_];[10,_0_4_7_];10;70
