time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[7,_0_4_7_];[7,_0_4_7_];7;67
1;[2,_0_4_7_];[2,_0_4_7_];2;74
1.5;[2,_0_4_7_14_];;;
2;[2,_0_4_];[2,_0_4_];2;74
2.5;[2,_0_4_10_];;;
3;[7,_0_4_7_];[7,_0_4_7_];2;74
3.5;[9,_0_5_10_15_];;;
4;[7,_0_4_7_];[7,_0_4_7_];2;74
5;[0,_0_4_7_];[0,_0_4_7_];4;76
5.5;[0,_0_4_7_11_];;;
6;[2,_0_4_7_];[2,_0_4_7_];2;74
6.5;[2,_0_4_10_];[2,_0_4_7_10_];0;72
7;[7,_0_4_7_];[7,_0_4_7_];11;71
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
8;[2,_0_4_7_];[2,_0_4_7_];9;69
9;[4,_0_3_7_];[1,_0_3_6_];11;71
9.5;[1,_0_3_6_];;1;73
10;[2,_0_4_7_];[2,_0_4_7_];2;74
11;[4,_0_3_7_];[4,_0_3_7_];4;76
11.5;[4,_0_3_7_14_];;;
12;[9,_0_4_7_10_];[9,_0_4_7_10_];4;76
13;[2,_0_4_7_];[2,_0_4_7_];2;74
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
16;[2,_0_4_7_];[2,_0_4_7_];2;74
16.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
17;[7,_0_4_7_];[7,_0_4_7_];2;74
18;[2,_0_4_7_10_];[2,_0_4_7_10_];2;74
19;[7,_0_4_7_];[7,_0_4_7_];2;74
20;[4,_0_3_7_];[4,_0_3_7_];11;71
20.5;[0,_0_4_7_];;0;72
21;[7,_0_4_7_];[7,_0_4_7_];2;74
22;[9,_0_3_7_];[9,_0_3_7_];0;72
22.5;[0,_0_4_7_11_];;11;71
23;[2,_0_4_7_];[2,_0_4_7_];9;69
grouping;-------;-------;-------;-------
24;[11,_0_3_7_];[11,_0_3_7_];2;74
25;[0,_0_4_7_11_];[6,_0_3_6_];0;72
25.5;[6,_0_3_6_];;;
26;[7,_0_4_14_];[7,_0_4_];11;71
26.5;[7,_0_4_5_];;;
27;[9,_0_5_10_];[2,_0_4_7_];9;69
27.5;[4,_0_5_10_];;;
28;[6,_0_3_6_9_];[6,_0_3_6_9_];9;69
29;[4,_0_3_7_];[4,_0_3_7_];7;67
29.5;[6,_0_3_5_13_];;9;69
30;[4,_0_3_7_];[4,_0_3_7_];11;71
30.5;[9,_0_3_7_10_];;0;72
31;[11,_0_3_7_];[11,_0_3_7_];2;74
grouping;-------;-------;-------;-------
32;[7,_0_4_7_];[7,_0_4_7_];2;74
33;[0,_0_4_7_];[0,_0_4_7_];0;72
33.5;[0,_0_4_7_14_];;;
34;[4,_0_3_7_10_];[9,_0_3_7_10_];11;71
34.5;[9,_0_3_7_10_];;9;69
35;[7,_0_4_7_];[7,_0_4_7_];11;71
36;[2,_0_4_7_];[2,_0_4_7_];9;69
36.5;[2,_0_4_7_10_];[2,_0_4_7_10_];;
37;[7,_0_4_7_];[7,_0_4_7_];7;67
