TS;5/8
Grp;0
Bar;0
Bar;
Grp;5
Bar;0
Bar;0  1
Grp;10
Bar;0
Bar;
Grp;15
Bar;0
Bar;0  1
TS;9/8
Grp;20
Bar;0
Bar;
Grp;29
Bar;0
Bar;
Grp;38
Bar;0
Bar;2.5
Grp;47
Bar;0
Bar;1  2
