TS;2/4
Bar;
Grp;2
Bar;0  1
Bar;0
Bar;1
Bar;0
Grp;10
Bar;0  1
Bar;0
Bar;0
Bar;0
Grp;18
Bar;0
Bar;
Bar;1
Bar;1
Bar;0
Bar;1
Grp;30
Bar;0
Bar;0  1
Bar;0
Bar;
Grp;38
Bar;0
Bar;0  1
Bar;0
Bar;
Bar;
Bar;
