TS;2/2
Grp;0
Bar;0
Bar;
Bar;
Bar;
Grp;16
Bar;0
Bar;
Bar;
Grp;28
Bar;0
Bar;
Bar;0
Bar;2
Grp;44
Bar;0
Bar;0
Bar;0
Bar;0
Bar;
Grp;64
Bar;0
Bar;2
Bar;0
Bar;0
Grp;80
Bar;0  2
Bar;0
Bar;
Bar;0
Grp;96
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;112
Bar;0
Bar;0  2
Bar;0
Bar;0  2
Grp;128
Bar;0
Bar;
Bar;
Bar;
Grp;144
Bar;0
Bar;
Bar;
Bar;
