TS;9/4
Grp;0
Bar;0  4  6
Bar;4  6
Grp;18
Bar;0
Bar;0  4  6
Grp;36
Bar;0
Bar;0  4  6
Grp;54
Bar;0
Bar;
Grp;72
Bar;0
Bar;0  4
Grp;90
Bar;0  4
Bar;0
Bar;0  4  6
Grp;117
Bar;0
Bar;0  4  6
