TS;2/4
Grp;0
Bar;0
Bar;0  1
Bar;0
Bar;0
Grp;8
Bar;0
Bar;0  1
Bar;0
Bar;0
Grp;16
Bar;0
Bar;1
Bar;0  1
Bar;0
Grp;24
Bar;0
Bar;
Bar;0
Bar;0
Grp;32
Bar;0
Bar;
Bar;0
Bar;0
Grp;40
Bar;0
Bar;0  1
Bar;1
Bar;0
Grp;48
Bar;0  1
Bar;0  1
Bar;0  1
Bar;0  1
Grp;56
Bar;0  1
Bar;0  1
Bar;0
Bar;0  1
Bar;0
Bar;0
Grp;68
Bar;0
Bar;
Bar;
Bar;
Grp;76
Bar;0
Bar;
Bar;0
Bar;0
