TS;9/4
Grp;0
Bar;0  4  6
Bar;
Grp;18
Bar;0  4  6
Bar;4  6
Grp;36
Bar;0
Grp;45
Bar;0
Bar;6
Grp;63
Bar;0  8
Bar;0  4
Grp;81
Bar;0  8
Bar;0
Grp;99
Bar;0  4  6
Bar;
