TS;2/4
Bar;
TS;4/4
Grp;2
Bar;0  2
Bar;0  2  3
Grp;10
Bar;0
Bar;
Bar;0  2
Bar;0
Bar;0
Grp;30
Bar;0
Bar;0
Bar;0
Bar;0  2
Bar;0  1  2  3
Grp;50
Bar;0
Bar;
Bar;0  2
Grp;62
Bar;0
Bar;1  2  3
Bar;1  2  3
Bar;0  2
Grp;78
Bar;0
Bar;2
Bar;
Bar;2
Bar;
Grp;98
Bar;0  2
Bar;2
Bar;2
Bar;0
TS;2/4
Bar;0  1
