TS	4/4	
Grp	3.5	
Bar	[3.5]	[74]
Bar	[0.0, 1.5, 2.0, 3.0, 3.5]	[74, 67, 69, 71, 74]
Bar	[0.0, 1.5, 2.0, 3.0, 3.5]	[72, 65, 67, 69, 72]
Bar	[0.0, 1.0, 2.0, 3.0, 3.5]	[70, 65, 67, 62, 64]
Bar	[0.0, 1.0, 2.0, 3.5]	[67, 69, 74, 74]
Bar	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 3.5]	[76, 74, 72, 76, 74, 67, 69]
Bar	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 3.5]	[74, 72, 70, 74, 72, 65, 64]
Bar	[0.0, 1.0, 2.0, 3.0, 3.5]	[63, 68, 70, 75, 72]
Bar	[0.0, 1.0, 2.0]	[71, 69, 67]
Grp	0.0	
Bar	[0.0, 1.0, 1.5, 2.0, 3.0]	[71, 69, 67, 71, 71]
Bar	[0.0, 1.0, 1.5, 2.0, 3.0]	[73, 71, 73, 69, 74]
Grp	0.0	
Bar	[0.0, 1.0, 1.5, 2.0, 3.0]	[71, 69, 67, 71, 71]
Bar	[0.0, 1.0, 1.5, 2.0, 3.0]	[73, 71, 73, 69, 74]
Grp	0.0	
Bar	[0.5, 1.0, 3.0, 3.5]	[76, 76, 74, 72]
Bar	[0.0, 1.0, 2.0, 3.0, 3.5]	[76, 69, 77, 76, 74]
Bar	[0.0, 1.0]	[76, 64]
Grp	3.0	
Bar	[3.0]	[76]
Bar	[0.0, 1.0, 2.0, 3.5]	[74, 72, 79, 77]
Bar	[0.0, 1.5, 2.0, 3.0, 3.5]	[76, 74, 72, 71, 69]
Bar	[0.0, 1.0, 2.0]	[74, 71, 72]
TS	2/4	
Bar	[0.0]	[76]
Grp	1.0	
Bar	[1.5]	[74]
TS	4/4	
Bar	[0.0, 1.5, 2.0, 3.0, 3.5]	[74, 67, 69, 71, 74]
Bar	[0.0, 1.0, 1.5, 2.0, 3.0, 3.5]	[72, 72, 65, 67, 69, 72]
Bar	[0.0, 1.0, 1.5, 2.0, 3.0, 3.5]	[70, 65, 65, 67, 62, 64]
Bar	[0.0, 1.0, 2.0, 3.5]	[67, 69, 74, 74]
Bar	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 3.5]	[76, 74, 72, 74, 74, 67, 69]
Bar	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 3.5]	[74, 72, 70, 74, 72, 65, 64]
Bar	[0.0, 1.0, 2.0, 3.0, 3.5]	[63, 68, 70, 75, 72]
Bar	[0.0, 1.0, 2.0]	[71, 69, 67]
