TS	6/8	
Grp	0.0	
Bar	[0.0, Fraction(1, 3), Fraction(2, 3), 1.0, Fraction(4, 3), Fraction(5, 3)]	[71, 72, 74, 69, 69, 69]
Bar	[0.0, 1.0, 1.5, 2.5]	[67, 66, 64, 67]
Bar	[0.0, 1.0, 1.5, 2.5]	[69, 73, 76, 73]
Bar	[0.0, 1.0, 1.5]	[67, 64, 71]
Grp	0.0	
Bar	[0.0, 0.5, 1.0, 1.5, 2.0, 2.5]	[71, 69, 67, 66, 66, 64]
Bar	[0.0, 1.0, 1.5, 2.0, 2.5]	[69, 69, 66, 69, 71]
Bar	[0.0, 1.5, 2.5]	[74, 74, 71]
Bar	[0.0]	[67]
Grp	0.0	
Bar	[0.0, 1.5]	[76, 76]
Bar	[0.0, 1.5, 2.5]	[76, 71, 72]
Bar	[0.0, 1.0, 1.5, 2.5]	[69, 67, 69, 71]
TS	9/8	
Grp	0.0	
Bar	[0.0, 3.0]	[72, 74]
TS	6/8	
Bar	[0.0]	[76]
Grp	0.0	
Bar	[0.0, 0.5, 1.0, 1.5, 2.0, 2.5]	[71, 69, 67, 66, 66, 64]
Bar	[0.0, 1.0, 1.5, 2.0, 2.5]	[69, 69, 66, 69, 71]
Bar	[0.0, 1.5, 2.5]	[74, 74, 71]
Bar	[0.0]	[67]
