Grp;0
Grp;7.5
Chord;7.5
Grp;12.5
Chord;12.5
Chord;14.5
Chord;15.5
Chord;16.5
Grp;18.5
Chord;19.5
Chord;22.5
Chord;24.5
Chord;25.5
Chord;26.5
Grp;28.5
Chord;29.5
Chord;32.5
Chord;35.5
Chord;36.5
