Grp;0
Chord;2
Chord;2.5
Chord;3.5
Chord;5
Grp;7
Chord;7
Chord;7.5
Chord;8.5
Chord;9.5
Chord;13.5
Chord;14.5
Chord;18.5
Chord;19.5
Grp;22.5
Chord;22.5
Chord;23.5
Chord;24.25
Chord;24.5
Chord;25
Chord;26
Chord;26.5
Grp;27.5
Chord;27.5
Chord;28.5
Chord;29.5
Chord;30
Grp;32.5
Chord;32.5
Chord;33.5
Chord;34.5
Chord;38.5
Chord;39.5
