TS	4/4
Bar	[3.0, 3.75]
Grp	0.0
Bar	[0.0, 1.5, 2.0, 3.0]
Bar	[0.0, 2.0]
Bar	[0.0, 1.0, 1.5, 2.0]
Grp	0.0
Bar	[0.0, 1.0, 2.0, 3.0]
Bar	[0.0, 1.0, 2.0, 3.0]
Bar	[0.0, 1.0, 1.5, 2.0, 3.0]
Bar	[0.0, 3.0, 3.75]
Grp	0.0
Bar	[0.0, 1.5, 2.0, 3.0]
Bar	[0.0, 2.0, 3.0]
Bar	[0.0, 1.0, 1.5, 2.0]
Grp	0.0
Bar	[0.0, 1.0, 2.0, 3.0]
Bar	[0.0, 1.0, 2.0, 3.0, 3.5]
Bar	[0.0, 2.5, 3.5]
Bar	[0.0]
