TS;4/4
Bar;1
Grp;2
Bar;0
Bar;0  1  2  3
Bar;0  2
Bar;0  1  2  3
Bar;0
Bar;0  2
Grp;26
Bar;0
Bar;0  3
Bar;0
Bar;0  2
Grp;42
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0  2
Grp;58
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0  2  3
Bar;0
