TS;4/4
Grp;0
Bar;0
Bar;
Bar;0
Bar;
Grp;16
Bar;0
Bar;
Bar;0
Bar;
Grp;32
Bar;0
Bar;
Bar;0
Bar;
Grp;48
Bar;0
Bar;
Bar;0
Bar;0
Grp;64
Bar;0
Bar;
Bar;0
Bar;
Grp;80
Bar;0
Bar;
Bar;0
Bar;
Grp;96
Bar;0  2
Bar;0
Bar;0  2
Bar;0
Grp;112
Bar;0
Bar;0
Bar;0  2
Bar;0  2
Bar;0
