TS;4/4
Grp;0
Bar;0
Bar;
Bar;0
Bar;
Grp;16
Bar;0
Bar;0
Bar;0
Bar;
Bar;0
Grp;36
Bar;0
Bar;
Bar;
Bar;
Grp;52
Bar;0
Bar;
Bar;0
Bar;0  2
Grp;68
Bar;0
Bar;
Bar;0
Bar;
Grp;84
Bar;0
Bar;0
Bar;0
Bar;
Bar;
Bar;
