TS;4/4
Bar;
Grp;2
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;18
Bar;0
Bar;0  2
Bar;0
Bar;0  2
Grp;34
Bar;0
Bar;0
Bar;0
Bar;0
Grp;50
Bar;0
Bar;0
Bar;0
Bar;0
Grp;66
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;82
Bar;0
Bar;0
Bar;0
Bar;
Grp;98
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;114
Bar;0
Bar;
Bar;0
Bar;0  2
Bar;0
Grp;134
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0
Bar;
