TS;4/4
Bar;
Grp;4
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;
Bar;0
Bar;0
Bar;
Grp;48
Bar;0
Bar;0
Bar;0
Bar;
Grp;64
Bar;0
Bar;0
Bar;0
Bar;
Grp;80
Bar;0
Bar;0
Bar;0  2
Bar;0  2
Grp;96
Bar;0
Bar;0
Bar;0
Bar;
