TS;4/4
Bar;2  3
Grp;4
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;20
Bar;0
Bar;0
Bar;0
Bar;0
Grp;36
Bar;0
Bar;0
Bar;0
Bar;
Grp;52
Bar;0
Bar;0
Bar;0
Bar;0  3
Grp;68
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;84
Bar;0
Bar;0
Bar;0
Bar;0
Grp;100
Bar;0
Bar;0  2
Bar;0
Bar;0
Grp;116
Bar;0  2
Bar;0  2
Bar;0
Bar;0  3
Bar;0
