TS;4/4
Grp;0
Bar;0
Bar;0
Bar;0
Bar;0
Grp;16
Bar;0
Bar;0
Bar;0
Bar;0
Grp;32
Bar;0
Bar;0
Bar;0
Bar;0
Grp;48
Bar;0
Bar;0  2
Bar;
Bar;0
Grp;64
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0  2
Grp;80
Bar;0  2
Bar;0  2  3
Bar;0
Bar;0  2
Grp;96
Bar;0
Bar;0
Bar;0
Bar;0
Grp;112
Bar;0
Bar;0  2
Bar;0
Bar;0  2
Grp;128
Bar;0
Bar;0  2
Bar;0
Bar;0  2
Bar;0
