TS;4/4
Bar;
Grp;2
Bar;0
Bar;2
Bar;0
Bar;
Grp;18
Bar;0
Bar;0
Bar;0
Bar;0  2
Bar;0  2
Grp;38
Bar;0
Bar;0
Bar;0
Bar;0  2
Grp;54
Bar;0
Bar;0
Bar;0
Bar;0  2
Grp;70
Bar;0  2  3
Bar;0  2
Bar;0
Bar;0  3
Grp;86
Bar;0
Bar;0
Bar;0
Bar;0  2
