TS;4/4
Bar;
Grp;2
Bar;0
Bar;0
Bar;0
Bar;
Grp;18
Bar;0
Bar;0
Bar;0
Bar;
Grp;34
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;
Bar;0
Grp;70
Bar;0
Bar;
Bar;0
Bar;
Grp;86
Bar;0
Bar;
Bar;0
Bar;
Grp;102
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0  2
