TS;4/4
Bar;
Grp;2
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0
Grp;18
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Grp;38
Bar;0
Bar;0
Bar;0
Bar;
Grp;54
Bar;0
Bar;0
Bar;0
Bar;0
Grp;70
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0
Grp;86
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
