TS;4/4
Grp;0
Bar;0
Bar;
Bar;0
Bar;0
Grp;16
Bar;0
Bar;
Bar;0
Bar;0
Grp;32
Bar;0  2
Bar;0  2
Bar;0
Bar;0  2
Bar;0
