time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[10,_0_4_7_11_];[10,_0_4_7_11_];;
3;[2,_0_4_7_8_10_];[2,_0_4_7_8_10_];;
5;[2,_0_4_7_10_];;;
6;[3,_0_4_7_11_18_];[3,_0_4_7_11_];;
8;[3,_0_4_7_11_];;;
9;[3,_0_4_8_14_];[3,_0_4_8_14_];;
12;[0,_0_3_7_10_];[0,_0_3_7_10_];;
15;[3,_0_4_8_14_];[3,_0_4_8_14_];;
17;[3,_0_4_8_14_];;;
18;[0,_0_4_7_10_14_];[0,_0_4_7_10_];;
20;[0,_0_4_7_10_];;;
21;[5,_0_4_7_10_];[5,_0_4_7_10_];;
22;[2,_0_3_7_10_13_];;;
23;[5,_0_4_7_10_];;;
grouping;-------;-------;-------;-------
24;[2,_0_3_7_10_];[2,_0_3_7_10_];;
26;[2,_0_3_7_10_];;;
27;[9,_0_4_7_10_13_];[9,_0_4_7_10_13_];;
29;[9,_0_4_7_10_13_];;;
30;[0,_0_3_7_10_17_];[0,_0_3_7_10_17_];;
33;[5,_0_4_7_10_];[5,_0_4_7_10_];;
34;[2,_0_3_7_10_13_];;;
35;[5,_0_4_7_10_];;;
grouping;-------;-------;-------;-------
36;[2,_0_3_7_10_];[2,_0_3_7_10_];;
38;[2,_0_3_7_10_];;;
39;[9,_0_4_7_10_13_];[9,_0_4_7_10_13_];;
41;[9,_0_4_7_10_13_];;;
42;[0,_0_3_7_10_17_];[0,_0_3_7_10_17_];;
45;[5,_0_4_7_10_];[5,_0_4_7_10_];;
grouping;-------;-------;-------;-------
48;[5,_0_3_7_10_];[5,_0_3_7_10_];;
49.5;[5,_0_3_7_10_11_];;;
50;[5,_0_3_7_10_];;;
51;[10,_0_4_7_10_14_];[10,_0_4_7_10_];;
53;[10,_0_4_7_10_];;;
54;[0,_0_3_7_10_];[3,_0_4_7_];;
55;[3,_0_4_7_];;;
56;[0,_0_3_7_10_];;;
57;[9,_0_4_7_10_13_];[7,_0_3_6_9_];;
59;[7,_0_3_6_9_];;;
grouping;-------;-------;-------;-------
60;[10,_0_4_7_];[10,_0_4_7_];;
62;[10,_0_4_7_17_];;;
63;[0,_0_3_7_10_14_17_];[0,_0_3_7_10_14_17_];;
65;[5,_0_4_7_10_];[5,_0_4_7_10_];;
66;[10,_0_4_7_];[10,_0_4_7_];;
69;[10,_0_4_7_];[10,_0_4_7_];;
