TS;4/4
Grp;0
Bar;0  1  2  3
Bar;0  1  2  3
Bar;0  1  2
Grp;12
Bar;0  1  2  3
Bar;0         0.5           1           3
Bar;0  2
Grp;24
Bar;1  2  3
Bar;0  2
Grp;32
Bar;0  1  2  3
Bar;0  1  2  3
Bar;1  2
