TS;4/4
Grp;0
Bar;0  1  2  3
Bar;0  1  2
Grp;8
Bar;0  1  2  3
Bar;0  1  2
Grp;16
Bar;0  2
Bar;0
Grp;24
Bar;0  2  3
Bar;0  1  2
Grp;32
Bar;0  1  2  3
Bar;0  1  2
Bar;0
Grp;42
Bar;2  3
Bar;0         0.5           1           2           3
Bar;0
