TS;2/4
Grp;0
Bar;0
Bar;0  1
Bar;0
Bar;0  1
Grp;8
Bar;0
Bar;0
Bar;0
Bar;0
Grp;16
Bar;0  1
Bar;0  1
Bar;0  1
Bar;0
Grp;24
Bar;0
Bar;0
Bar;0  1
Bar;0
Grp;32
Bar;0
Bar;0
Bar;0
Bar;0
Grp;40
Bar;0
Bar;0
Bar;0  1
Bar;0  1
Grp;48
Bar;0
Bar;0  1
Bar;0
Bar;0  1
Bar;0
Grp;58
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
