TS;3/4
Grp;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0  1
Bar;0
Bar;
Bar;
Bar;
Grp;33
Bar;0
Bar;
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Grp;57
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;
Grp;81
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;2
Grp;105
Bar;0
Bar;
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Grp;129
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;
Grp;153
Bar;0  2
Bar;0
Bar;
Bar;
Bar;
