TS;2/2
Grp;0
Bar;0
Bar;2
Bar;0
Bar;0  2
Bar;0
Bar;
Bar;0
Bar;0
Grp;32
Bar;0
Bar;
Bar;0
Bar;
Grp;48
Bar;0
Bar;
Bar;0  2
Bar;0
Grp;64
Bar;0
Bar;
Bar;0
Bar;
Grp;80
Bar;0
Bar;
Bar;0  2
Bar;0
Grp;96
Bar;0
Bar;0
Bar;
Bar;
Grp;112
Bar;0
Bar;0
Bar;
Bar;
Grp;128
Bar;0
Bar;0
Bar;0
Bar;
Grp;144
Bar;0
Bar;
Bar;
Bar;
Bar;
Bar;0
Bar;
Bar;0
Bar;0
