TS;4/4
Bar;
Grp;4
Bar;0
Bar;
Bar;0
Bar;
Bar;0
Bar;
Bar;0
Bar;0  2
Grp;36
Bar;0
Bar;0
Bar;0
Bar;
Grp;52
Bar;0
Bar;0
Bar;0
Bar;
Grp;68
Bar;0
Bar;0  2  3
Bar;0
Bar;2
Grp;84
Bar;0
Bar;0  2  3
Bar;0
Bar;0  2
Bar;0
Grp;104
Bar;0
Bar;
Bar;0
Bar;
Bar;0
Bar;0  2
Bar;0
Bar;
Grp;136
Bar;0
Bar;0
Bar;0  2
Bar;0
Bar;0
Bar;0
Bar;0  2
Grp;164
Bar;0
Bar;
Bar;
Bar;
Bar;0
Bar;
Bar;0
Bar;
