TS;2/2
Grp;0
Bar;0
Bar;0  2
Bar;0
Grp;12
Bar;0  2
Bar;0  3
Bar;0  2
Bar;0  1
Grp;28
Bar;0  2
Bar;0  1  2  3
Bar;0  2
Bar;0
Grp;44
Bar;0  2
Bar;0  1  2  3
Bar;0  2
Bar;0
Grp;60
Bar;0
Bar;0  2
Bar;0
Grp;72
Bar;0  2
Bar;0  2  3
Bar;0  2
Bar;0  1
Bar;2
Bar;0  1
