time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;3;[0 2 4 5 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 4 7 11];[0 0 4 7 11];;
1;[0 0 4 7 11];[0 0 4 7 11];;
2;[9 0 4 8 10];[9 0 4 8 10];;
3;[9 0 4 7 8 10];[9 0 4 7 8 10];;
4;[2 0 3 7 10];[2 0 3 7 10];;
6;[7 0 4 7 10 17];[7 0 4 7 10 17];;
8;[0 0 4 7 11];[0 0 4 7 11];;
9;[5 0 4 7 10];[5 0 4 7 10];;
10;[10 0 4 7 10];[10 0 4 7 10];;
11;[9 0 4 7 10];[9 0 4 7 10];;
12;[10 0 4 8 14];[10 0 4 8 14];;
13;[10 0 4 8 6 14];;;
14;[7 0 4 7 10];[7 0 4 7 10];;
grouping;16;-------;-------;-------
16;[0 0 4 7 11];[0 0 4 7 11];;
17;[0 0 4 7 11];[0 0 4 7 11];;
18;[5 0 4 7 10];[5 0 4 7 10];;
19;[5 0 4 7 10 14];;;
20;[10 0 4 7 10];[10 0 4 7 10];;
22;[9 0 4 7 10];[9 0 4 7 10];;
24;[2 0 4 7 10];[2 0 4 7 10];;
26;[8 0 4 7 10 14 18];[8 0 4 7 10 14 18];;
28;[7 0 4 7 10];[7 0 4 7 10];;
31;[4 0 3 7 10 13];;;
31.5;[7 0 4 7 10];;;
grouping;32;-------;-------;-------
32;[0 0 4 7 11];[0 0 4 7 11];;
33.5;[0 0 4 7 11];;;
34;[6 0 4 7 10 18];[6 0 4 7 10 18];;
35;[6 0 4 7 10 18];;;
36;[5 0 4 7 11];[5 0 4 7 11];;
37;[2 0 3 7 10 14];;;
38;[11 0 3 6 9];[11 0 3 6 9];;
39;[4 0 4 7 10 13];;;
39.5;[11 0 3 6 9];;;
40;[4 0 3 7 10];[4 0 3 7 10];;
40.6667;[4 0 3 7 10];;;
41.3333;[4 0 3 7 10 13];;;
42;[5 0 4 7 11 14];[5 0 4 7 11 14];;
42.6667;[5 0 4 7 11];;;
43.3333;[5 0 4 7 11];;;
44;[7 0 3 7 9];[7 0 3 7 9];;
46;[9 0 4 7 10];[9 0 4 7 10];;
47;[9 0 4 7 8 10];;;
47.5;[9 0 4 7 10];;;
grouping;48;-------;-------;-------
48;[2 0 3 7 10];[2 0 3 7 10];;
49.5;[2 0 3 7 10];;;
50;[11 0 3 7 10 16];[11 0 3 7 10 16];;
51;[11 0 3 7 10 16];;;
52;[11 0 3 6 9];[11 0 3 6 9];;
53;[4 0 4 7 10 13];;;
54;[9 0 4 7 10];[9 0 4 7 10];;
55;[9 0 4 7 8 10];;;
55.5;[9 0 4 7 10];;;
56;[2 0 3 7 10];[2 0 3 7 10];;
56.6667;[2 0 3 7 10];;;
57.3333;[2 0 3 7 10 17];;;
58;[9 0 4 8 10];[9 0 4 8 10];;
58.6667;[9 0 4 8 10];;;
59.3333;[9 0 4 8 10];;;
60;[2 0 3 7 10 17];[2 0 3 7 10 17];;
62;[7 0 4 7 10];[7 0 4 7 10];;
grouping;64;-------;-------;-------
64;[0 0 4 7 11];[0 0 4 7 11];;
65.5;[0 0 4 7 11];;;
66;[6 0 4 7 10 18];[6 0 4 7 10 18];;
67;[6 0 4 7 10 18];;;
68;[5 0 4 7 11 18];[5 0 4 7 11];;
69;[5 0 4 7 11];;;
70;[11 0 4 7 10 14];[11 0 4 7 10 14];;
71;[11 0 4 7 10 14];;;
72;[4 0 3 7 10 17];[4 0 3 7 10];;
73;[4 0 3 7 10];;;
74;[9 0 4 7 10];[9 0 3 7 10 16];;
75;[9 0 3 7 10 16];;;
76;[2 0 3 7 10];[2 0 3 7 10];;
78;[10 0 4 7 10];[10 0 4 7 10];;
79;[10 0 4 7 10];;;
grouping;80;-------;-------;-------
80;[0 0 4 7 11];[0 0 4 7 11];;
81;[5 0 4 7 10];[5 0 4 7 10];;
82;[10 0 4 7 10];[10 0 4 7 10];;
83;[9 0 4 7 10];[9 0 4 7 10];;
84;[8 0 4 7 10];[8 0 4 7 10];;
86;[7 0 4 7 10];[7 0 4 7 10];;
88;[9 0 3 7 10];[9 0 3 7 10];;
92;[2 0 3 7 10];[2 0 3 7 10];;
94;[7 0 4 7 10];[7 0 4 7 10];;
