time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 3 5 7 9 10];-------;-------
grouping;2;-------;-------;-------
2;[7 0 5 10 15];[7 0 5 10 15];;
1.5;[7 0 5 10 15];;;
2;[7 0 5 10 15];;;
6;[7 0 5 10 15];[7 0 5 10 15];;
10;[7 0 5 10 15];[7 0 5 10 15];;
14;[7 0 5 10 15];[7 0 5 10 15];;
17;[7 0 5 10 15];;;
17.5;[7 0 5 10 15];;;
grouping;18;-------;-------;-------
18;[10 0 5 10 15];[10 0 5 10 15];;
18.5;[10 0 5 10 15];;;
19;[10 0 5 10 15];;;
22;[10 0 5 10 15];[10 0 5 10 15];;
26;[10 0 5 10 15];[10 0 5 10 15];;
30;[10 0 5 10 15];[10 0 5 10 15];;
33;[3 0 4 7 10 17];;;
33.5;[8 0 4 7 5 14];;;
34;;[10 0 5 10 15];;
37;[10 0];;;
37.5;[3 0];;;
grouping;38;-------;-------;-------
38;[8 0 3 7 10 17];[8 0 3 7 10 17];;
42;[8 0 3 7 10 17];[8 0 3 7 10 17];;
46;[8 0 3 7 10 17];[8 0 3 7 10 17];;
50;[8 0 5 10 15];[8 0 5 10 15];;
53;[8 0 5 10 15];;;
53.5;[11 0 3 7 9 14];;;
grouping;54;-------;-------;-------
54;[11 0 3 7 10 17];[6 0 5 10 15];;
54.5;[6 0 5 10 15];;;
55;[6 0 5 10 15];;;
58;[6 0 5 10 15];[6 0 5 10 15];;
62;[6 0 5 10 15];[6 0 5 10 15];;
66;[6 0 5 10 15];[6 0 5 10 15];;
69;[4 0 3 7 5 14];;;
69.5;[9 0 3 7 9 14];;;
grouping;70;-------;-------;-------
70;[7 0 5 10 15];[7 0 5 10 15];;
74;[7 0 5 10 15];[7 0 5 10 15];;
78;[7 0 5 10 15];[7 0 5 10 15];;
82;[7 0 5 10 15];[7 0 5 10 15];;
85;[7 0 5 10 15];;;
85.5;[7 0 5 10 15];;;
grouping;86;-------;-------;-------
86;[10 0 5 10 15];[10 0 5 10 15];;
86.5;[10 0 5 10 15];;;
87;[10 0 5 10 15];;;
90;[10 0 5 10 15];[10 0 5 10 15];;
94;[10 0 5 10 15];[10 0 5 10 15];;
98;[10 0 5 10 15];[10 0 5 10 15];;
102;[7 0 5 10 15];[7 0 5 10 15];;
