time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 3 5 7 9 10];-------;-------
grouping;0;-------;-------;-------
0;[5 0 4 7 14];[5 0 4 7 14];;
0.5;[5 0 4 7 14];;;
1;[5 0 4 14];[5 0 4 7 14];;
1.5;[5 0 4 14];;;
2;[0 0];[5 0 4 7 14];;
2.5;[0 0];;;
3;[5 0 4 7 14];;;
4;[5 0 4 7 14];[0 0 3 7 9];;
5;[0 0 3 7 9];;;
6;[9 0 5 10];[2 0 4 7];;
7;[2 0 4 7];;;
7.5;[2 0 4 7 10];;;
8;[10 0];;;
8.5;[0 0];;;
9;[10 0];[10 0 3 7];;
9.5;[7 0];;;
10;[10 0 3 7 9];[10 0 3 7 9];;
11;[10 0 3 7 9];[10 0 3 7 9];;
12;[10 0 3 7 9];;;
13;[0 0];[6 0 4 7 18];;
14;[6 0 4 7 18];;;
14.5;[6 0 4 7];;;
15;[7 0];[6 0 4 7 13];;
15.5;[3 0];;;
16;[5 0];;;
16.5;[7 0];;;
17;[3 0 7 11 13];[11 0 4 8 11 22];;
17.5;[11 0 4 8 10];;;
18;[11 0 4 10];[5 0 4 6 10];;
18.5;[5 0];;;
19;[0 0];[9 0 3 4 10];;
20;[9 0 3 4 10];;;
21;[9 0 3 4 10];[9 0 3 4 10];;
22;[9 0 3 4 10];;;
23;[9 0 3 4 10];[9 0 3 4 10];;
24;[9 0 3 4 10];;;
grouping;25;-------;-------;-------
25;[9 0 3 4];[9 0 3 4];;
25.5;[9 0 3 4];;;
26;[7 0];[9 0 4 10];;
26.5;[7 0];;;
27;[0 0];[9 0 3 7 6 13];;
27.5;[0 0];;;
28;[9 0 3 7 6 13];;;
29;[9 0 3 7 6 13];[9 0 3 7 4 13];;
30;[9 0 3 7 4 13];;;
31;[2 0];[0 0 3 7 9];;
32;[9 0 5 10 18];;;
32.5;[0 0 3 7 9];;;
33;[10 0];;;
33.5;[0 0];;;
34;[10 0];[5 0 5 10 18];;
34.5;[7 0];;;
35;[11 0 4 8 11 18];[11 0 4 8 11 18];;
36;[11 0 4 8 11 18];[11 0 4 8 10 18];;
37;[11 0 4 8 10 18];;;
38;[0 0 4];[9 0 3 7 11 16];;
38.5;[0 0 4 8];;;
38.75;[0 0 4 13];;;
38.875;[9 0 3 7];;;
39;[0 0 4 13];;;
39.5;[10 0 3 6];;;
40;[7 0];[9 0 4 7 11 22];;
40.5;[3 0];;;
41;[5 0];;;
41.5;[7 0];;;
42;[10 0 4 8];[3 0 4 7 11 15];;
42.5;[7 0 3 7 11];;;
43;[10 0 4 8 17];[10 0 4 7 8];;
43.5;[10 0 4 7 8];;;
44;[0 0];[0 0 7];;
45;[0 0 4 8 15 22];;;
46;[0 0];[0 0 7];;
47;[10 0 3 7 11 14];;;
48;[0 0];[0 0 7];;
49;[0 0 7];;;
50;[0 0 7];[0 0 7];;
52;[0 0];[0 0 7];;
