time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 4 6 7 9 11];-------;-------
grouping;0;-------;-------;-------
0;[0 0 7];[0 0 7];;
0.5;[0 0 4 7];;;
0.75;[0 0 7];;;
1;[0 0 7 11];[0 0 7 11];;
1.5;[0 0 7 11];;;
1.75;[0 0 4 7];;;
2;[0 0 7];[0 0 7];;
2.5;[7 0];;;
2.75;[6 0];;;
3;[0 0 4 7];[0 0 4 7];;
3.25;[0 0 7];;;
3.5;[0 0 4 7];;;
3.75;[0 0 7 11];;;
grouping;4;-------;-------;-------
4;[0 0 7];[0 0 7];;
4.5;[0 0 4 7];;;
4.75;[0 0 7];;;
5;[0 0 7 11];[0 0 7 11];;
5.5;[0 0 7 11];;;
5.75;[0 0 4 7];;;
6;[2 0 5 10];[2 0 5 10 16];;
6.5;[2 0];;;
6.75;[0 0];;;
7;[2 0 4 10];[2 0 5 10 16];;
tonality;2;[0 2 4 5 7 9 11];-------;-------
grouping;8;-------;-------;-------
8;[0 0];[5 0 7];;
8.5;[5 0 4 7];;;
8.75;[5 0 7];;;
9;[5 0 7 11];[5 0 7 11];;
9.5;[5 0 7 11];;;
9.75;[5 0 4 7];;;
10;[5 0 7];[5 0 7];;
10.5;[0 0];;;
10.75;[11 0];;;
11;[5 0 4 7 14];[5 0 4 7 14];;
11.25;[7 0 5 10];;;
11.5;[5 0 4 7 14];;;
11.75;[7 0 5 10 16];;;
grouping;12;-------;-------;-------
12;[0 0];[0 0 7];;
12.5;[5 0 4 7];;;
12.75;[5 0 7];;;
13;[5 0 7 11];[7 0 4 5];;
13.5;[5 0 7 11];;;
13.75;[5 0 4 7];;;
14;[7 0 5 10];[7 0 5 10];;
14.5;[7 0];;;
14.75;[5 0];;;
15;[7 0 5 10];[7 0 5 10];;
tonality;6;[0 2 3 5 7 8 10];-------;-------
grouping;16;-------;-------;-------
16;[0 0 3];[0 0 3 7];;
16.5;[0 0 7];;;
16.75;[0 0 3 7];;;
17;[2 0 5 10];[2 0 5 10];;
17.5;[2 0 5 10];;;
