time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;6;[0 2 3 5 7 8 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0 3 7];[0 0 3 7];;
0.5;[0 0 3 7];;;
1;[2 0 3 5];[7 0 5 10];;
1.5;[7 0 5 10];;;
2;[0 0 3 7];[0 0 3 7];;
2.5;[0 0 3 7];;;
3;[2 0 3 5];[7 0 5 10];;
3.5;[7 0 5 10];;;
4;[0 0 3 7];[0 0 3 7];;
4.5;[0 0 3 7];;;
5;[2 0 4];[2 0 4 10];;
5.5;[2 0 4 10];;;
6;[7 0 7];[7 0 7];;
7;[7 0 4 7];[7 0 4 7];;
grouping;8;-------;-------;-------
8;[3 0 4 7];[3 0 4 7];;
9;[10 0 4 7];[10 0 4 7];;
10;[3 0 4 7];[3 0 4 7];;
11;[10 0 4 7];[10 0 4 7];;
12;[8 0 4 7 11];[8 0 4 7 11];;
12.5;[0 0 3 7];;;
13;[10 0 4 7 17];[10 0 4 7 17];;
13.5;[5 0 3 7 10];[5 0 3 7 10];;
14;[7 0 4 7];[7 0 4 7];;
15;[7 0 4 7];;;
grouping;16;-------;-------;-------
16;[0 0 3 7];[0 0 3 7];;
16.5;[0 0 3 7];;;
17;[0 0 3 7 14];;;
17.5;[0 0 3 7];;;
18;[8 0 4 7];[8 0 4 7];;
18.5;[8 0 4 7];;;
19;[8 0 4 7 18];;;
19.5;[8 0 4 7];;;
20;[5 0 4 7 10];[5 0 4 7 10];;
20.5;[5 0 4 10];;;
21;[2 0 3 7 13];;;
21.5;[5 0 4 7 10];;;
22;[10 0 4];[7 0 3 7 10];;
23;[7 0 3 7 10];;;
grouping;24;-------;-------;-------
24;[3 0 5 10 16];[3 0 5 10 16];;
25;[1 0 4 7];[1 0 4 7];;
26;[3 0 5 10 16];[3 0 5 10 16];;
27;[1 0 4 7];[1 0 4 7];;
28;[8 0 4 14];[10 0 4 7 10 14];;
28.5;[8 0 4 6];;;
29;[7 0 3 10];[7 0 3 7 10 13];;
29.5;[5 0 3];[10 0 4 7 10];;
30;[0 0 4 7];[0 0 4 7];;
31;[0 0 4 7];;;
grouping;32;-------;-------;-------
32;[8 0 4 7 11];[8 0 4 7 11];;
32.5;[3 0 4 5];;;
33;[3 0 4 5 11];;;
33.5;[8 0 4 7 11];;;
34;[8 0 4 7 8];[8 0 4 7 8];;
34.5;[8 0 7 13];;;
35;[8 0 7 11 13];;;
35.5;[8 0 4 7 8];;;
36;[5 0 3 7 10];[5 0 3 7 10];;
36.5;[5 0 3 10];;;
37;[2 0 3 6 13];;;
37.5;[5 0 3 7 10];;;
38;[3 0 4 7 11];[3 0 4 7 11];;
39;[3 0 4 7 11];;;
grouping;40;-------;-------;-------
40;[0 0 4 7];[0 0 4 7];;
41;[7 0 4 7 10];[7 0 4 7 10];;
42;[0 0 4 7];[0 0 4 7];;
43;[7 0 4 7 10];[7 0 4 7 10];;
44;[5 0 3 7 10];[5 0 3 7 10 18];;
44.5;[8 0 4 7];;;
45;[7 0 3 7 17];[7 0 4 8 15 19 22 25];;
45.5;[5 0 3 7 10];[5 0 3 7 10 18];;
46;[2 0 5 10];[2 0 5 10];;
47;[7 0 4 7];[7 0 4 7];;
grouping;48;-------;-------;-------
48;[0 0];[0 0 3 7 16];;
48.5;[3 0];;;
49;[7 0 7 14];;;
49.5;[0 0 4 7];;;
50;[0 0];[0 0 3 7 16];;
50.5;[3 0];;;
51;[7 0 7 14];;;
51.5;[0 0 4 7];;;
52;[0 0];[0 0 3 7 16];;
52.5;[3 0];;;
53;[0 0 4 7 14];;;
53.5;[0 0 4 7];;;
54;[2 0];[0 0 3 7 14];;
55;[0 0 3 7];[0 0 3 7];;
56;[8 0 4 7 11];[8 0 4 7 11];;
57;[5 0 4 7 10];[5 0 4 7 10];;
58;[8 0 4 7 11];[8 0 4 7 11];;
59;[5 0 4 7 10];[5 0 4 7 10];;
60;[0 0];;;
60.5;[0 0];;;
61;[10 0];;;
61.5;[8 0];;;
62;[2 0 4 7 5 13];[2 0 4 7 5 13];;
63;[7 0 4 7];[7 0 4 7];;
64;[2 0 4 7 10 13];[2 0 4 7 10 13];;
65;[7 0 4 7];[7 0 4 7];;
66;[2 0 4 7 10 13];[2 0 4 7 10 13];;
67;[7 0 4 7];[7 0 4 7];;
68;;[7 0 4 7];;
69;[7 0 4 7];;;
70;;[7 0 4 7];;
71;[7 0 4 7];;;
72;;[7 0 4 7];;
73;[7 0 4 7];;;
74;;[4 0 3 7];;
75;[4 0 3 7];;;
