time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;2;[0 2 3 5 7 9 10];-------;-------
grouping;0;-------;-------;-------
0;[0 0];[0 0 3 7];;
0.5;[2 0 10];;;
1;[3 0 4];[0 0 3 7];;
1.5;[3 0 4 14];;;
2;[0 0 7];[5 0 4 7 14];;
2.5;[5 0 7];;;
3;[5 0 4 10];[5 0 4 7];;
3.5;[5 0 4];;;
4;[0 0 7];[0 0 3 7];;
5;[0 0 3 7];[0 0 3 7];;
5.75;[0 0 3 7 9];;;
6;[0 0 3 7];[0 0 3 7];;
grouping;8;-------;-------;-------
8;[5 0];[0 0 3 5];;
8.5;[7 0 10];;;
9;[9 0 3 6];[5 0 4 7 10];;
9.5;[0 0 3 5];;;
10;[7 0 3];[3 0 4 7];;
11;[3 0 7];[3 0 4 7];;
11.2;[3 0 7 11];;;
11.4;[3 0 4 7];;;
11.6;[5 0 5 10];;;
11.8;[3 0 7];;;
12;[5 0];[0 0 5 10];;
13;[0 0 5 10];[0 0 5 10];;
13.75;[7 0 3 5];;;
14;[5 0 4 7];[5 0 4 7];;
grouping;16;-------;-------;-------
16;[5 0 10];[0 0 3 5];;
16.5;[3 0 4];;;
17;[5 0 4 7];[5 0 4 7 10];;
17.5;[5 0 7];;;
18;[10 0 4];[10 0 4 11];;
19;[10 0 11];[10 0 4 7 11];;
19.2;[10 0 11];;;
19.4;[7 0 3 14];;;
19.6;[5 0 4 5];;;
19.8;[3 0 7 11];;;
20;[3 0 4 7];[3 0 4 7];;
20.5;[3 0 4 7 11];;;
21;[11 0 4 8];[11 0 4 8];;
21.5;[7 0 4 10];;;
22;[8 0 4 7];[8 0 4 7];;
22.5;[8 0 4 6];;;
23;[8 0 4 7];[8 0 4 7];;
grouping;24;-------;-------;-------
24;[5 0 7];[5 0 4 7];;
24.5;[2 0 3];;;
25;[9 0 3 6];[5 0 4 7 10];;
25.5;[9 0 3 10];;;
26;[7 0 10];[11 0 4 8 18];;
26.5;[3 0 4];;;
27;[11 0 3 6];[7 0 4 7 10];;
27.5;[11 0 4 6];;;
28;[0 0];[0 0 3 7];;
29;[0 0 3 7];[0 0 3 7];;
29.75;[0 0 3 7];;;
30;[0 0 3 7];[0 0 3 7];;
