time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[8,_0_7_];[8,_0_7_];;
1.5;[7,_0_10_];[5,_0_3_14_];;
2.5;[0,_0_7_];[8,_0_4_11_];;
3;[5,_0_10_];[5,_0_3_10_];;
4;[0,_0_3_];[8,_0_4_7_];;
4.5;[1,_0_];[1,_0_];;
5.5;[3,_0_7_];[3,_0_7_];;
6;[1,_0_3_];[9,_0_4_7_];;
6.5;[1,_0_3_];;;
7;[9,_0_4_];;;
7.5;[1,_0_7_];[1,_0_7_];;
8.5;[0,_0_7_];;;
9;[10,_0_7_];[7,_0_5_10_15_];;
10;[5,_0_3_];;;
10.5;[3,_0_4_];[0,_0_3_7_10_];;
11.5;[8,_0_7_];;;
12;[5,_0_7_];[5,_0_3_7_];;
grouping;-------;-------;-------;-------
13.5;[0,_0_3_];[8,_0_4_7_];;
15;[1,_0_7_];[6,_0_4_7_14_];;
16.5;[3,_0_7_];[0,_0_5_10_15_];;
18;[6,_0_7_];[3,_0_3_7_10_];;
19.5;[4,_0_11_];[1,_0_3_7_14_];;
20.5;[4,_0_11_];;;
21;[3,_0_3_];[11,_0_4_7_];;
22.5;[8,_0_10_];[8,_0_3_7_10_];;
24;[6,_0_7_];[3,_0_3_10_];;
25.5;[4,_0_7_];[4,_0_4_7_];;
26.5;[3,_0_7_];[10,_0_5_10_];;
27;[1,_0_7_];[8,_0_5_10_];;
28;;[1,_0_3_7_];;
28.5;[9,_0_7_];[9,_0_4_7_];;
29.5;[8,_0_7_];[3,_0_5_10_];;
30;[11,_0_7_];[4,_0_4_7_14_];;
31;[11,_0_7_];[8,_0_3_7_10_];;
31.5;[8,_0_7_];[8,_0_3_7_];;
32.5;[1,_0_7_];[1,_0_7_15_];;
33;[6,_0_4_];[3,_0_3_7_17_];;
34;;[6,_0_4_7_14_];;
34.5;[5,_0_];[5,_0_3_5_];;
36;[8,_0_7_];[8,_0_4_7_];;
37.5;[8,_0_7_];[8,_0_4_7_];;
grouping;-------;-------;-------;-------
39;[8,_0_7_];[8,_0_7_];;
40;[8,_0_7_];;;
40.5;[7,_0_10_];[7,_0_10_];;
41.5;[0,_0_7_];[0,_0_7_];;
42;[5,_0_10_];[5,_0_3_10_];;
43;[0,_0_3_];[8,_0_4_7_];;
43.5;[1,_0_7_];[1,_0_7_];;
44;[1,_0_7_];;;
44.5;[3,_0_7_];[10,_0_5_10_];;
45;[1,_0_3_];[9,_0_4_7_];;
45.375;[1,_0_3_];;;
45.75;[9,_0_4_];;;
46.125;[9,_0_4_];;;
46.5;[1,_0_7_];[1,_0_7_13_];;
47;[1,_0_7_];;;
47.5;[0,_0_7_];;;
48;[10,_0_7_];[7,_0_5_10_15_];;
49;[5,_0_3_];[5,_0_3_7_14_];;
49.5;[3,_0_4_];[0,_0_3_7_10_];;
50.5;[8,_0_7_];;;
51;[5,_0_7_];[5,_0_4_7_];;
grouping;-------;-------;-------;-------
52.5;[0,_0_3_];[8,_0_4_7_13_];;
54;[1,_0_7_];[6,_0_4_7_14_];;
55.5;[3,_0_7_];[0,_0_5_10_15_];;
57;[6,_0_7_];[3,_0_3_7_10_];;
58.5;[4,_0_11_];[1,_0_3_7_14_];;
59.5;[4,_0_11_];;;
60;[3,_0_3_];[11,_0_4_7_];;
61.5;[8,_0_10_];[8,_0_3_7_10_];;
63;[6,_0_7_];[3,_0_3_10_];;
64;[6,_0_7_];;;
64.5;[4,_0_7_];[4,_0_4_7_];;
65.5;[3,_0_7_];[10,_0_5_10_];;
66;[1,_0_7_];[8,_0_5_10_];;
67;;[1,_0_3_7_];;
67.5;[9,_0_7_];[9,_0_4_7_11_];;
68.5;[8,_0_7_];[3,_0_5_10_];;
69;[11,_0_7_];[6,_0_5_10_15_];;
70;[11,_0_7_];[11,_0_4_7_10_];;
70.5;[8,_0_7_];[8,_0_3_7_13_];;
71.5;[1,_0_7_];;;
72;[6,_0_4_];[3,_0_3_7_17_];;
73.5;[5,_0_];[5,_0_3_5_];;
74.5;[5,_0_];;;
75;[8,_0_7_];[8,_0_4_7_];;
76.5;[8,_0_7_];;;
grouping;-------;-------;-------;-------
79.5;[8,_0_7_];[8,_0_3_7_];;
80;[1,_0_7_];[6,_0_4_7_14_];;
80.5;[8,_0_3_];[4,_0_4_7_];;
81;[1,_0_7_];[6,_0_4_7_14_];;
83.5;[1,_0_7_];[6,_0_4_7_14_];;
84;[2,_0_7_];[2,_0_3_7_];;
85;[1,_0_7_];[6,_0_4_7_14_];;
87;[8,_0_6_];[2,_0_3_7_18_];;
88;[8,_0_6_];;;
89;[8,_0_];[8,_0_];;
89.25;[8,_0_];;;
89.5;[11,_0_];[11,_0_];;
89.75;[9,_0_];[9,_0_];;
90;[4,_0_];[4,_0_];;
grouping;-------;-------;-------;-------
93;[3,_0_];[3,_0_];;
94.5;[8,_0_7_];[8,_0_3_7_17_];;
96;[3,_0_7_];[0,_0_3_10_];;
97.5;[5,_0_10_];[5,_0_5_10_15_];;
99;[6,_0_7_];[3,_0_5_10_15_];;
99.5;[1,_0_4_];;;
100;[3,_0_10_];;;
100.5;[2,_0_4_];[2,_0_4_7_];;
102;[6,_0_];[11,_0_3_7_];;
103.5;[6,_0_7_];[6,_0_7_13_];;
105;[4,_0_7_];[6,_0_5_10_];;
106;[3,_0_7_];[3,_0_3_7_];;
106.5;[1,_0_7_];[8,_0_5_10_];;
107.5;[1,_0_7_];;;
108;[9,_0_7_];[6,_0_3_7_10_];;
109;[8,_0_7_];;;
109.5;[11,_0_7_];[6,_0_5_10_];;
111;[8,_0_7_];[4,_0_4_7_11_];;
111.5;[8,_0_7_];;;
112;[6,_0_7_];;;
112.5;[10,_0_7_];[0,_0_5_10_15_];;
113.5;[0,_0_10_];[8,_0_4_7_14_];;
114;[5,_0_10_];[10,_0_3_7_];;
115;[1,_0_4_];;;
115.5;[8,_0_4_];[8,_0_4_];;
