time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
3;[11,_0_10_];[11,_0_5_10_];;
4;[7,_0_4_];[7,_0_4_7_14_];;
5;[11,_0_7_];[8,_0_5_10_15_];;
6;[4,_0_7_];[6,_0_5_10_];;
grouping;-------;-------;-------;-------
7;[11,_0_3_];[11,_0_5_10_15_];;
7.75;[2,_0_10_];;;
8;[4,_0_7_];[6,_0_5_10_];;
9;[1,_0_10_];[8,_0_5_10_15_];;
10;[2,_0_11_];[2,_0_4_7_11_];;
10.5;[4,_0_10_];;;
11;[4,_0_10_];[11,_0_3_7_17_];;
12;[2,_0_7_];[2,_0_4_7_];;
12.5;[9,_0_];;;
13;[11,_0_7_];[1,_0_5_10_15_];;
14;[7,_0_];[7,_0_4_];;
15;[7,_0_];[4,_0_3_7_];;
15.5;[7,_0_4_];;;
16;[11,_0_7_];[11,_0_3_7_10_];;
17;[4,_0_7_];[0,_0_4_7_11_];;
18;[11,_0_3_];[7,_0_4_7_11_];;
19;[1,_0_10_];[9,_0_4_7_14_];;
19.75;[1,_0_11_];;;
20;[11,_0_4_];[11,_0_4_7_10_];;
grouping;-------;-------;-------;-------
23;;[2,_0_];;
23.5;;[1,_0_];;
24;;[11,_0_];;
24.5;[4,_0_];[9,_0_7_];;
25;[9,_0_7_];[11,_0_5_10_];;
25.5;[9,_0_];;;
26;;[9,_0_7_13_];;
26.5;[9,_0_];[9,_0_7_];;
27;[0,_0_7_];[0,_0_4_7_14_];;
27.5;[11,_0_7_];[1,_0_5_10_15_];;
28;[9,_0_7_];[11,_0_5_10_];;
28.5;[4,_0_3_];;;
29;[9,_0_7_];[9,_0_3_7_];;
29.5;[9,_0_10_];;;
30;;[4,_0_3_7_17_];;
30.5;[11,_0_7_];[11,_0_3_7_10_];;
31;[4,_0_];[0,_0_4_7_];;
32;[4,_0_];[0,_0_4_7_];;
grouping;-------;-------;-------;-------
33;[4,_0_];[0,_0_4_];;
33.5;[4,_0_10_];;;
34;[0,_0_4_];[0,_0_4_];;
35;[11,_0_7_];[11,_0_3_7_];;
36;[7,_0_3_];[3,_0_4_7_];;
37.5;[7,_0_3_];;;
39;[7,_0_3_];[3,_0_4_7_];;
40;[2,_0_3_];[2,_0_3_7_];;
grouping;-------;-------;-------;-------
41;[2,_0_3_];;;
41.3333;[5,_0_];;;
41.6667;[5,_0_11_];;;
42;[7,_0_7_];[9,_0_5_10_15_];;
43;[0,_0_7_];[9,_0_5_10_15_];;
43.5;[0,_0_7_];;;
44;[4,_0_7_];[4,_0_7_];;
grouping;-------;-------;-------;-------
47;[4,_0_7_];[4,_0_7_];;
48;[1,_0_7_];[8,_0_3_5_];;
49;[6,_0_10_];[6,_0_5_10_];;
50;[2,_0_7_];[11,_0_3_10_];;
51;[7,_0_7_];[7,_0_4_7_];;
51.5;[7,_0_7_];;;
grouping;-------;-------;-------;-------
52;[11,_0_7_];[11,_0_7_];;
53;[9,_0_3_];[9,_0_3_7_];;
53.5;[9,_0_3_];;;
53.75;[2,_0_7_];;;
54;[4,_0_3_];[4,_0_3_];;
54.5;[4,_0_3_];;;
55;[0,_0_7_];[0,_0_4_7_];;
56;[10,_0_4_];[10,_0_4_6_];;
57;[9,_0_7_];[9,_0_7_];;
58.5;[4,_0_];[4,_0_];;
59;[5,_0_];[2,_0_3_];;
60;[5,_0_];[0,_0_7_];;
60.5;[7,_0_];;;
61;[5,_0_4_];[10,_0_4_7_11_];;
61.5;[9,_0_7_];;;
62;[5,_0_4_];;;
62.5;[0,_0_7_];[7,_0_3_7_17_];;
grouping;-------;-------;-------;-------
63;[2,_0_7_];[4,_0_5_10_];;
63.5;[10,_0_4_];;;
64;[2,_0_10_];[7,_0_3_7_];;
64.5;[10,_0_4_];;;
65;[2,_0_3_];[2,_0_3_10_];;
65.5;[5,_0_7_];;;
66;[10,_0_7_];[7,_0_3_7_10_];;
66.5;[5,_0_4_];;;
67;[4,_0_3_];[7,_0_4_7_10_];;
67.5;[7,_0_7_];;;
68;[0,_0_4_];[0,_0_4_7_];;
69;[9,_0_3_];[5,_0_4_7_];;
70.5;[11,_0_10_];[11,_0_5_10_];;
71;[7,_0_4_];[7,_0_4_7_14_];;
72;[11,_0_7_];[8,_0_5_10_15_];;
73;[4,_0_7_];[6,_0_5_10_];;
grouping;-------;-------;-------;-------
74;[11,_0_3_];[11,_0_5_10_15_];;
74.75;[2,_0_10_];;;
75;[4,_0_7_];[6,_0_5_10_];;
75.5;[4,_0_7_];;;
76;[4,_0_7_];[4,_0_7_];;
76.5;[4,_0_7_];;;
77;[0,_0_4_];[0,_0_4_7_];;
78;[2,_0_4_];[11,_0_3_7_10_];;
79;[3,_0_4_];[3,_0_4_7_];;
80;[3,_0_4_];;;
82;[3,_0_4_];[3,_0_4_];;
82.5;[3,_0_4_];;;
83;[2,_0_7_];[2,_0_7_];;
85.5;[7,_0_7_];[9,_0_5_10_15_];;
86.5;[0,_0_7_];[9,_0_5_10_15_];;
87;[4,_0_7_];[4,_0_4_7_];;
90;[4,_0_7_];;;
