time;surface;reduction;melodyPC;melodyMIDI
;;;;
0;[9,_0_];;;
0.75;[11,_0_];;;
1;[4,_0_];;;
2.5;[2,_0_];;;
3;[4,_0_];;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
4;[9,_0_4_];[9,_0_4_];;
5;[9,_0_4_];[9,_0_4_];;
6;[9,_0_4_14_];[9,_0_4_14_];;
6.5;[9,_0_4_];[9,_0_4_];;
7;[6,_0_3_7_14_];[6,_0_3_7_14_];;
8;[9,_0_4_11_];[9,_0_4_6_11_];;
8.5;[9,_0_4_6_11_];;;
9;[6,_0_3_7_10_];[6,_0_3_7_10_];;
10;[8,_0_5_10_15_];[8,_0_5_10_15_];;
10.5;[6,_0_3_7_];[6,_0_3_7_];;
11;[1,_0_3_7_10_];[1,_0_3_7_10_];;
12;[1,_0_3_7_];[6,_0_3_7_10_];;
12.5;[6,_0_3_7_10_];;;
13;[11,_0_3_10_];[11,_0_3_10_];;
14;[9,_0_4_7_14_];[9,_0_4_7_14_];;
15;[11,_0_3_7_17_];[11,_0_3_7_17_];;
16;[11,_0_3_7_17_];;;
grouping;-------;-------;-------;-------
17;;[11,_0_7_];;
17.5;[11,_0_7_];;;
18;[11,_0_7_];[1,_0_5_10_];;
18.75;[1,_0_5_10_];;;
19;[6,_0_3_5_];[6,_0_3_5_];;
19.5;[8,_0_3_10_];[8,_0_3_10_];;
20;[11,_0_7_];[11,_0_7_];;
20.5;[11,_0_7_];;;
21;[5,_0_];[8,_0_];;
21.5;[8,_0_];;;
22;[4,_0_];[4,_0_];;
22.5;[2,_0_];[2,_0_];;
23;[1,_0_];[1,_0_];;
grouping;-------;-------;-------;-------
23.5;[11,_0_6_];[11,_0_6_];;
24;[11,_0_7_];[1,_0_5_10_];;
24.75;[1,_0_5_10_11_];;;
25;[6,_0_3_5_];[6,_0_3_5_];;
25.5;[8,_0_3_10_];[8,_0_3_10_];;
26;[11,_0_7_];[11,_0_7_];;
26.5;[11,_0_7_];;;
27;[11,_0_7_];[8,_0_3_];;
27.5;[8,_0_3_];;;
28;[4,_0_7_];[4,_0_7_];;
28.5;[2,_0_7_];[2,_0_7_];;
29;[1,_0_7_];[1,_0_7_];;
grouping;-------;-------;-------;-------
30;[1,_0_];[1,_0_];;
30.75;[1,_0_];;;
31;[11,_0_4_14_];[11,_0_4_14_];;
32.5;[11,_0_4_14_];;;
33;[9,_0_4_7_11_];[9,_0_4_7_11_];;
34;[9,_0_4_7_11_];;;
34.5;[9,_0_4_7_11_];;;
35;[3,_0_5_10_15_];[3,_0_5_10_15_];;
35.6667;[3,_0_5_10_15_];;;
36;[4,_0_4_7_17_];[4,_0_4_7_17_];;
36.3333;[3,_0_5_10_15_];[3,_0_5_10_15_];;
36.6667;[1,_0_3_5_14_];[1,_0_3_5_14_];;
37;[3,_0_5_10_15_];[3,_0_5_10_15_];;
38;[6,_0_5_10_15_];[6,_0_5_10_15_];;
38.6667;[3,_0_5_10_];[3,_0_5_10_];;
39.3333;[3,_0_3_7_10_];[3,_0_3_7_10_];;
40;[1,_0_4_7_];[1,_0_4_7_];;
grouping;-------;-------;-------;-------
42;[9,_0_4_];[9,_0_4_];;
42.75;[9,_0_4_];;;
43;[9,_0_4_];[9,_0_4_];;
44;[9,_0_4_14_];[9,_0_4_14_];;
44.5;[9,_0_4_];[9,_0_4_];;
45;[8,_0_5_10_];[8,_0_5_10_15_];;
45.5;[1,_0_5_10_];;;
46;[9,_0_4_];[9,_0_4_6_11_];;
46.5;[9,_0_4_6_11_];;;
47;[6,_0_3_7_10_];[6,_0_3_7_10_];;
48;[8,_0_5_10_15_];[8,_0_5_10_15_];;
48.5;[6,_0_3_7_];[6,_0_3_7_];;
49;[1,_0_3_7_10_];[1,_0_3_7_10_];;
50;[1,_0_3_7_];[6,_0_3_7_10_];;
50.5;[6,_0_3_7_10_];;;
51;[11,_0_3_10_];[11,_0_3_10_];;
52;[9,_0_4_7_14_];[9,_0_4_7_14_];;
52.5;[9,_0_4_7_14_];;;
53;[11,_0_3_7_17_];[11,_0_3_7_17_];;
55;[11,_0_3_7_17_];[11,_0_3_7_10_17_];;
55.5;[11,_0_5_10_15_];;;
56;[11,_0_3_7_14_];[11,_0_3_7_14_];;
57;[9,_0_4_7_];[9,_0_4_7_];;
