TS;4/4
Grp;0
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0
Grp;14
Bar;2
Bar;0
Bar;0  2
Bar;0
Grp;28
Bar;0
Bar;0
Bar;0
Bar;0  2
Grp;44
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0
Grp;62
Bar;2
Bar;0  2
Grp;68
Bar;0
Bar;0
Bar;0
Bar;
Grp;84
Bar;0
Bar;0
Bar;0
Bar;0
Grp;98
Bar;2
Bar;0
Bar;0  2
Bar;0
Grp;112
Bar;0
Bar;0
Bar;0
Bar;0  2
Grp;128
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0  2
Bar;0
