TS;4/4
Grp;0
Bar;0
Bar;
Bar;0
Bar;
Grp;16
Bar;0
Bar;0
Bar;0
Bar;0
Bar;0
Bar;
Grp;40
Bar;0
Bar;
Bar;0
Bar;
Grp;56
Bar;0
Bar;
Bar;0
Bar;
Grp;72
Bar;0
Bar;
Bar;0
Bar;
Grp;86
Bar;
Bar;0
Bar;0
Bar;0
Bar;0
Grp;104
Bar;0
Bar;
Bar;0
Bar;
Grp;120
Bar;0
Bar;0
Bar;0
Bar;0
