time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;11;[0 3 5 7 10];-------;-------
grouping;0;-------;-------;-------
0;;[3 0];;
1;;[5 0];;
2;;[0 0];;
3;;[0 0];;
4;;[0 0];;
5;;[0 0];;
6;;[0 0];;
6.5;;[0 0 10];;
7;;[0 0 7];;
grouping;8;-------;-------;-------
8;[0 0 3];[5 0 7];;
0.5;[5 0 7];;;
1;[5 0 7];;;
1.5;[0 0 3];;;
2;[0 0];;;
3;[0 0];;;
4;[0 0];;;
5;[0 0];;;
6;[0 0];;;
6.5;[0 0 10];;;
7;[0 0 7];;;
8;[5 0 7];;;
8.5;;[0 0 3 10];;
8.75;[0 0 3 10];;;
9;[5 0 7];[5 0 7];;
9.5;[0 0 3];[0 0 3 10];;
9.75;[0 0 3 10];;;
10;[5 0 7];[5 0 7];;
10.5;;[0 0 3 10];;
10.75;[0 0 3 10];;;
11;[0 0 7];[0 0 7];;
11.25;[0 0 10];;;
11.5;[0 0];[0 0];;
12;[0 0];[0 0];;
13;[0 0];[0 0];;
13.5;[0 0];;;
13.75;[0 0 7];;;
grouping;14;-------;-------;-------
14;[0 0 7];[0 0 7];;
14.25;[5 0 7];;;
14.5;;[0 0 5 10];;
14.75;[0 0 5 10];;;
15;[5 0 7];[5 0 7];;
15.5;[0 0 3];[0 0 3 10];;
15.75;[0 0 3 10];;;
16;[0 0];[0 0];;
16.75;[0 0 10];;;
17;[0 0 7];[0 0 7];;
18;[5 0 7];[5 0 7];;
19;[5 0 7];[5 0 7];;
19.5;[0 0 3];[0 0 3 10];;
19.75;[0 0 3 10];;;
20;[5 0 7];[5 0 7];;
20.5;;[0 0 5 10];;
20.75;[0 0 5 10];;;
21;[0 0 3];[0 0 3];;
21.5;[0 0];[0 0 10];;
21.75;[0 0 10];;;
22;[0 0];[0 0];;
23;[0 0 3];[0 0 3];;
24;[0 0];[0 0];;
24.5;[0 0 10];[0 0 10];;
24.75;[0 0 10];;;
25;[0 0 7];[0 0 7];;
26;[0 0 7];[0 0 7];;
grouping;27;-------;-------;-------
27;[7 0 5 10];[7 0 5 10];;
27.5;[0 0 7];[0 0 7];;
28;[0 0 5 10];[0 0 5 10];;
28.25;[0 0 5 10];;;
28.5;[0 0 3 10];[0 0 3 10];;
29;[0 0 3 5];[0 0 3 5];;
29.1667;[5 0 7];;;
29.3333;[0 0 5 10];;;
29.5;[7 0 5 10];[0 0 3 7];;
29.75;[0 0 3 10];;;
30;[0 0 3];[0 0 3];;
30.1667;[0 0];;;
30.3333;[0 0 10];;;
30.5;[0 0];[0 0];;
31;[0 0];[0 0];;
32;[0 0];[0 0];;
32.5;[0 0 10];[0 0 10];;
33;[0 0 10];[0 0 10];;
33.5;[0 0];;;
34;[0 0 7];[0 0 7];;
34.25;[0 0 5 10];;;
34.5;;[0 0 5 10];;
35;[0 0 3];[0 0 3];;
35.25;[0 0 10];;;
35.5;;[0 0 10];;
36;[0 0 3];[0 0 3];;
37;[0 0 3 10];[0 0 3 10];;
