time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;11;[0 3 5 7 10];-------;-------
grouping;0;-------;-------;-------
0;;[3 0];;
1;;[5 0];;
2;;[3 0];;
3;;[0 0];;
4;;[0 0];;
5;;[0 0 7];;
grouping;6;-------;-------;-------
6;[0 0 3];[5 0 7];;
1;[5 0 7];;;
1.5;[0 0 3];;;
2;[0 0 3];;;
2.5;[0 0];;;
4;[0 0];;;
4.5;[0 0 10];;;
5;[0 0 7];;;
6;[5 0 7];;;
6.5;[0 0 5 10];;;
7;[0 0 7];[0 0 7];;
7.5;[0 0 5 10];;;
8;[5 0 7];[5 0 7];;
8.5;[0 0 3];;;
9;;[0 0 3];;
9.5;[0 0 3 10];;;
10;[0 0];[0 0];;
11.5;[0 0 10];;;
11.75;[7 0 5 10];;;
12;[7 0 5 10];[7 0 5 10];;
13;[7 0 5 10];[7 0 5 10];;
13.5;[0 0 3 7];;;
14;[0 0 3 10];[0 0 3 10];;
14.5;[0 0 10];;;
15;;[0 0 10];;
16;[0 0];[0 0];;
17.5;[0 0 10];;;
18;[5 0 7];[5 0 7];;
19;[5 0 7];[5 0 7];;
19.5;[0 0 3 10];;;
20;[0 0];[0 0];;
20.5;[0 0 10];;;
21;[0 0 7];[0 0 7];;
grouping;22;-------;-------;-------
22;;[3 0];;
22.5;[3 0];;;
23;[3 0];[3 0];;
23.5;[3 0];;;
24;[3 0];[3 0];;
24.5;[0 0];;;
25;[0 0];[0 0];;
25.5;[0 0 10];;;
26;[0 0 7];[0 0 7];;
grouping;27;-------;-------;-------
27;[5 0 7];[5 0 7];;
27.5;[0 0 5 10];;;
28;[5 0 7];[5 0 7];;
28.5;[0 0 3 10];;;
29;[5 0 7];[5 0 7];;
29.5;[0 0 3];;;
30;;[0 0 3];;
30.5;[0 0 3 10];;;
31;[0 0];[0 0];;
32.5;[0 0 5 10];;;
32.75;[7 0 5 10];;;
33;[5 0 7];[5 0 7];;
33.5;[0 0 3 10];;;
34;[5 0 7];[5 0 7];;
34.5;[0 0 3 10];;;
35;[0 0 3];[0 0 3];;
35.5;[0 0];;;
36;;[0 0];;
36.5;[0 0 10];;;
37;[0 0];[0 0];;
39;[5 0 7];[5 0 7];;
40;[7 0 5 10];[7 0 5 10];;
40.5;[0 0 3 10];;;
41;[0 0];[0 0];;
42;[0 0];[0 0];;
43;;[3 0];;
grouping;43.5;-------;-------;-------
43.5;[3 0];;;
44;[3 0];[3 0];;
44.5;[3 0];;;
45;[3 0];[3 0];;
45.5;[0 0];;;
46;[0 0];[0 0];;
46.5;[0 0 10];;;
47;[0 0 7];[0 0 7];;
grouping;48;-------;-------;-------
48;[5 0 7];[5 0 7];;
48.5;[0 0 5 10];;;
49;[5 0 7];[5 0 7];;
49.5;[0 0 3 10];;;
50;[5 0 7];[5 0 7];;
50.5;[0 0 3];;;
51;;[0 0 3];;
51.5;[0 0 3 10];;;
52;[0 0];[0 0];;
53.5;[0 0 5 10];;;
53.75;[7 0 5 10];;;
54;[5 0 7];[5 0 7];;
54.5;[0 0 3 10];;;
55;[7 0 5 10];[7 0 5 10];;
55.5;[0 0 3 10];;;
56;[5 0 7];[5 0 7];;
56.5;[0 0 3];;;
57;;[0 0 3];;
57.5;[0 0 3 10];;;
58;[0 0];[0 0];;
59;[0 0 10];[0 0 10];;
59.25;[0 0 7];;;
59.5;[7 0 5 10];;;
60;[7 0 5 10];[7 0 5 10];;
60.5;[5 0 7];;;
61;[0 0 7];[0 0 7];;
61.5;[0 0 5 10];;;
62;[5 0 7];[5 0 7];;
62.5;[0 0 3];;;
63;[0 0 3 10];[0 0 3 10];;
63.25;[0 0 3 7];;;
64;[0 0];[0 0];;
66;[0 0 5 10];[0 0 5 10];;
66.5;[0 0 3 10];;;
67;[0 0];[0 0];;
67.5;[0 0 10];;;
68;[0 0 7];[0 0 7];;
69.75;[0 0];;;
grouping;70;-------;-------;-------
70;[0 0];[0 0];;
71;[0 0 10];[0 0 10];;
71.25;[0 0 7];;;
72;[5 0 7];[5 0 7];;
72.5;[0 0 5 10];;;
73;[5 0 7];[5 0 7];;
73.5;[0 0 3 10];;;
74;[5 0 7];[5 0 7];;
74.5;[0 0 3];;;
75;;[0 0 3];;
75.5;[0 0 3 10];;;
76;[0 0];[0 0];;
77;[0 0 7];[0 0 7];;
77.5;[7 0 5 10];;;
78;[7 0 5 10];[7 0 5 10];;
78.5;[0 0 3];;;
79;[5 0 7];[5 0 7];;
79.5;[0 0 3 10];;;
80;[5 0 7];[5 0 7];;
80.5;[0 0 3];;;
81;;[0 0 3];;
81.5;[0 0 3 10];;;
82;[0 0];[0 0];;
83;[0 0 10];[0 0 10];;
83.5;[0 0 7];;;
84;[7 0 5 10];[7 0 5 10];;
85;[0 0 3];[0 0 3];;
85.5;[0 0 3 10];;;
86;[0 0 3];[0 0 3];;
87;[0 0];[0 0];;
