time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;7;[0 3 5 7 10];-------;-------
grouping;2;-------;-------;-------
2.5;;[3 0];;
3.5;;[5 0];;
5;;[0 0];;
6;;[0 0 7];;
grouping;7;-------;-------;-------
7.5;[0 0 3 5];[0 0 3 7];;
2.5;[0 0 3];;;
3;[0 0 3 5];;;
3.5;[0 0 3 5];;;
4.5;[0 0 3];;;
5;[0 0 3];;;
5.5;[0 0 3];;;
6;[0 0 3 7];;;
7;[0 0 5 10 15];;;
7.5;[0 0 3 7];;;
8;[0 0 5 10 15];;;
8.5;[0 0 3 7 10];[0 0 3 7 10];;
9.5;[0 0 5 10];;;
10;[0 0 3 7 17];[0 0 3 7];;
10.5;[0 0 3 10];;;
11;[0 0 3 10];[0 0 3 10];;
grouping;12;-------;-------;-------
12;[0 0 5 10];;;
12.5;[0 0 3 7];[0 0 3 7];;
13;[0 0 5 10 15];;;
13.5;[0 0 5 10 15];[0 0 5 10 15];;
14.5;[0 0 5 10 15];;;
15;[0 0 3 7];[0 0 3 7];;
15.5;[0 0 3 10];;;
16;[0 0 3 10];[0 0 3 10];;
grouping;17;-------;-------;-------
17;[7 0 5 10 15];;;
17.5;[0 0 3 7 17];[0 0 3 7 17];;
18;[0 0 5 10 15];;;
18.5;[0 0 3 10];[0 0 3 10];;
19.5;[0 0 3 7 10];;;
20;[0 0 3 5];[0 0 3];;
20.5;[0 0 3 10];;;
21;[0 0 3];[0 0 3];;
21.5;[0 0 3];;;
22;[0 0 3 10];;;
grouping;22.5;-------;-------;-------
22.5;[0 0 3 10];[0 0 3 10];;
23.5;[0 0 3 10];[0 0 3];;
24;[0 0 3];;;
25;[0 0 3];[0 0 3];;
26;[0 0 3];[0 0 3];;
27;[0 0 3 10];;;
27.5;[0 0 3 10];[0 0 3 10];;
28;[0 0 3 7];;;
