time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;0;[0 2 4 5 7 10];-------;-------
grouping;0.5;-------;-------;-------
0.5;;[5 0];;
1;;[5 0];;
2;;[5 0];;
2.5;;[3 0];;
3;;[5 0];;
3.5;;[3 0];;
4;;[3 0];;
4.5;;[0 0];;
5;;[0 0];;
5.5;;[3 0];;
6;;[5 0];;
6.5;;[3 0];;
7;;[5 0];;
7.5;;[0 0];;
8;;[0 0];;
9;;[7 0];;
10;;[7 0 10];;
10.5;;[3 0 4];;
11;;[0 0 10];;
grouping;12;-------;-------;-------
12;[5 0 7];[2 0 3 10];;
1;[5 0 7];;;
1.5;[5 0 7];;;
2;[5 0 7];;;
2.5;[0 0 3];;;
3;[5 0 7];;;
3.25;[0 0 3];;;
3.5;[5 0 7];;;
3.75;[0 0 3];;;
4;[0 0 3];;;
4.5;[0 0];;;
5;[0 0];;;
5.5;[0 0 3];;;
6;[5 0 7];;;
6.5;[0 0 3];;;
6.75;[2 0 10];;;
7;[5 0 7];;;
7.25;[0 0 3];;;
7.5;[0 0];;;
8;[0 0];;;
9;[0 0 7];;;
10;[7 0 5 10];;;
10.25;[0 0 3 7];;;
10.5;[7 0 5 10];;;
10.75;[0 0 3 7];;;
11;[0 0 10];;;
12;[2 0 3 10];;;
12.25;[5 0 7];;;
12.5;[2 0 3 10];[0 0 5 10];;
12.75;[0 0 5 10];;;
13.25;[0 0 3 10];;;
13.5;[2 0 3 10];[2 0 3 10];;
13.75;[5 0 7];;;
14;[2 0 3 10];[0 0 5 10];;
14.25;[0 0 5 10];;;
15;[2 0 3 10];[2 0 3 10];;
15.25;[5 0 7];;;
15.5;[2 0 3 10];[0 0 5 10];;
15.75;[0 0 5 10];;;
16.5;[2 0 3 10];[2 0 3 10];;
16.75;[5 0 7];;;
17;[2 0 3 10];[0 0 5 10];;
17.25;[0 0 5 10];;;
17.5;[0 0 10];[0 0 10];;
18;[2 0 3 10];[2 0 3 10];;
18.25;[5 0 7];;;
18.5;[2 0 5 10];[0 0 5 10];;
18.75;[0 0 5 10];;;
19.5;[0 0 7];[0 0 7];;
20;[2 0 3 10];[0 0 10];;
20.25;[0 0 10];;;
21;[5 0 7];[5 0 7];;
21.5;[2 0 5 10];[0 0 5 10];;
21.75;[0 0 5 10];;;
22.5;[2 0 3 10];[2 0 3 10];;
22.75;[0 0 3 10];;;
23;[2 0 3 10];[0 0 5 10];;
23.25;[0 0 3 10];;;
23.5;[2 0 3 10];[2 0 3 10];;
24;;[0 0 3];;
24.25;[0 0 3];;;
24.5;[0 0];[0 0];;
25.5;[0 0 10];[0 0 10];;
26.5;[5 0 7];[5 0 7];;
27.5;[0 0 3];[0 0 3];;
grouping;28;-------;-------;-------
28;[0 0 10];[0 0 10];;
28.5;[0 0];[0 0];;
28.75;[0 0 10];;;
29;[0 0];[0 0 10];;
29.25;[0 0 10];;;
29.5;[0 0];[0 0];;
29.75;[0 0 10];;;
30;[0 0];[0 0 10];;
30.25;[0 0 10];;;
30.5;[0 0];[0 0 10];;
30.75;[0 0 10];;;
31.5;[0 0 10];[0 0 10];;
32.5;[0 0];[0 0];;
33.5;[5 0 7];[5 0 7];;
34;[5 0];[5 0];;
34.25;[3 0];;;
34.5;[0 0];[0 0];;
35.5;[0 0 7];[0 0 7];;
grouping;36.5;-------;-------;-------
36.5;[2 0 3 10];[2 0 3 10];;
36.75;[5 0 7];;;
37;[2 0 3 10];[2 0 3 10];;
37.25;[0 0 5 10];;;
37.5;[0 0 5 10];[0 0 5 10];;
38;[2 0 3 10];[2 0 3 10];;
38.25;[5 0 7];;;
38.5;[2 0 3 10];[0 0 5 10];;
38.75;[0 0 3 10];;;
39;[0 0 10];[0 0 10];;
39.5;[2 0 3 10];[2 0 3 10];;
40;[2 0 5 10];[0 0 5 10];;
40.25;[0 0 5 10];;;
41;[2 0 3 10];[2 0 3 10];;
41.25;[0 0 3 10];;;
41.5;[2 0 3 10];[0 0 5 10];;
41.75;[0 0 3 10];;;
grouping;42;-------;-------;-------
42;[2 0 10];[2 0 10];;
42.25;[0 0 10];;;
42.5;[2 0 10];;;
43;[0 0];[0 0];;
43.5;[0 0 10];[0 0 10];;
44;[5 0 7];[5 0 7];;
45;[0 0 3];[0 0 3];;
45.25;[0 0];;;
45.5;[0 0 10];[0 0 10];;
46;[0 0];[0 0];;
46.5;[0 0 10];[0 0 10];;
47;[0 0];[0 0];;
48;[5 0 7];[5 0 7];;
49;[0 0 3 10];[0 0 3 10];;
