time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;10;[0 3 5 7 10];-------;-------
grouping;0;-------;-------;-------
grouping;5;-------;-------;-------
5;[0 0 3 5];[0 0 3 7];;
1.5;[0 0 3];;;
2;[0 0 3];;;
3;[0 0 3 10];;;
3.5;[0 0 3 10];;;
4.5;[0 0 3 7];;;
5;[0 0 3 7];;;
5.5;[0 0 5 10 15];;;
6;[0 0 3 7];[0 0 3 7];;
6.5;[0 0 3 7 10];;;
7;[0 0 3 10];[0 0 3 10];;
7.5;[0 0 3 7 10];;;
8;[0 0 3 5];[0 0 3 5];;
8.5;[0 0 3 10];;;
9;[0 0 3 5];[0 0 3 5];;
10;[0 0 3 5];[0 0 3 10];;
10.25;[0 0 5 10 15];;;
10.5;[0 0 3 7];;;
10.75;[0 0 3 10];;;
11;[5 0 7];[5 0 7];;
12;[0 0 3];[0 0 3];;
13;[0 0];[0 0];;
14;[0 0 10];;;
14.25;[0 0 7];;;
14.5;[0 0 10];;;
grouping;16;-------;-------;-------
16;[0 0 3 7];[7 0 5 10];;
16.5;[0 0 3 7 10];;;
17;[5 0 7];[5 0 7];;
17.5;[0 0 3 10];;;
18;[5 0 7];[5 0 7];;
19;[0 0 3 10];[0 0 3 10];;
20;[0 0 3 5];[0 0 3 5];;
21;[0 0 3 5];[0 0 3 10];;
21.25;[0 0 5 10 15];;;
21.5;[0 0 3 7];;;
21.75;[0 0 3 10];;;
22;[5 0 7];[5 0 7];;
23;[0 0 3];[0 0 3];;
24;[0 0];[0 0];;
25;[0 0 10];;;
25.25;[0 0 7];;;
25.5;[0 0 10];;;
grouping;26;-------;-------;-------
26;;[0 0 10];;
27;[0 0 3 7];[0 0 3 7];;
27.5;[0 0 5 10 15];;;
28;[0 0 3 7];[0 0 3 7];;
28.5;[0 0 3 7 10];;;
29;[0 0 3 10];[0 0 3 10];;
29.5;[0 0 3 7 10];;;
30;[0 0 3 5];[0 0 3 5];;
30.5;[0 0 3 10];;;
31;[0 0 3 5];[0 0 3 5];;
32;[0 0 3 5];[0 0 3 10];;
32.25;[0 0 5 10 15];;;
32.5;[0 0 3 7];;;
32.75;[0 0 3 10];;;
33;[5 0 7];[5 0 7];;
34;[0 0 3];[0 0 3];;
35;[0 0];[0 0];;
36;[0 0 10];;;
36.25;[0 0 7];;;
36.5;[0 0 10];;;
grouping;37;-------;-------;-------
37;;[0 0 10];;
38;[0 0 3 7];[0 0 3 7];;
38.5;[7 0 5 10 15];;;
39;[5 0 7];[5 0 7];;
39.5;[0 0 3 10];;;
40;[0 0];[0 0];;
grouping;41;-------;-------;-------
41;[0 0];;;
42;[0 0];[0 0];;
43;;[10 0];;
43.5;[10 0];;;
44;[7 0];[7 0];;
45;[7 0 7];;;
45.5;[7 0 10];;;
grouping;46;-------;-------;-------
46;[7 0 10];;;
46.5;[5 0];;;
tonality;5;[0 3 5 7 10];-------;-------
47;[0 0 3 7];[0 0 3 7];;
47.5;[0 0 5 10 15];;;
48;[0 0 3 7];[0 0 3 7];;
48.5;[0 0 3 7 10];;;
49;[0 0 3 10];[0 0 3 10];;
49.5;[0 0 3 7 10];;;
50;[0 0 3 7];[0 0 3 7];;
50.5;[0 0 5 10 15];;;
51;[0 0 3 5];[0 0 3 5];;
52;;[0 0 3];;
52.5;[0 0 3];;;
53;[5 0 7];[5 0 7];;
53.25;[0 0 3];;;
53.5;[0 0];;;
grouping;55;-------;-------;-------
55;[0 0 10];[0 0 10];;
56;[0 0 3 7];[0 0 3 7];;
56.5;[0 0 3 7 10];;;
57;[0 0 3 5];[0 0 3 5];;
57.5;[0 0 3 10];;;
58;[0 0 3];[0 0 3];;
59;[0 0 3];;;
60;[0 0 3 5];[0 0 3 5];;
61.5;[0 0 3];;;
62;[0 0 3];[0 0 3];;
grouping;64;-------;-------;-------
64;[0 0 3 10];[0 0 3 10];;
65;[0 0 3 7];[0 0 3 7];;
65.5;[0 0 5 10 15];;;
66;[0 0 3 7];[0 0 3 7];;
66.5;[0 0 3 7 10];;;
67;[0 0 3 10];[0 0 3 10];;
67.5;[0 0 3 7 10];;;
68;[0 0 3 5];[0 0 3 5];;
68.5;[0 0 3 10];;;
69;[0 0 3 5];[0 0 3 5];;
70;;[0 0 3];;
70.5;[0 0 3];;;
71;[5 0 7];[5 0 7];;
71.25;[0 0 3];;;
71.5;[0 0];;;
73;[0 0 10];[0 0 10];;
74;[0 0 3 7];[0 0 3 7];;
74.5;[0 0 3 7 10];;;
75;[0 0 3 5];[0 0 3 5];;
75.5;[0 0 3 10];;;
76;[0 0 3];[0 0 3];;
77;[0 0 3];;;
