time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;6;[0 2 3 5 7 10];-------;-------
grouping;1;-------;-------;-------
1;;[10 0];;
1.5;;[2 0];;
2.5;;[10 0];;
3;;[2 0];;
4.5;;[0 0];;
6;;[0 0];;
7;;[7 0];;
7.5;;[7 0 7];;
8;;[0 0 7];;
grouping;9;-------;-------;-------
9;[0 0 10];[0 0 3 7];;
1.5;[2 0 10];;;
2.5;[0 0 10];;;
3;[2 0 10];;;
3.5;[2 0 10];;;
4.25;[0 0];;;
4.5;[0 0];;;
5;[0 0];;;
6;[0 0];;;
6.5;[0 0];;;
7;[0 0 7];;;
7.5;[2 0 5 10];;;
8;[0 0 7];;;
9;[0 0 3 7];;;
9.5;[7 0 3 5];[7 0 3 5];;
10.5;[5 0 7];[5 0 7];;
10.75;[0 0 3];;;
11;[0 0];[0 0];;
11.75;[0 0 10];;;
12;[0 0 3 7];[0 0 3 7];;
12.5;[7 0 3 5];[7 0 3 5];;
13.5;[5 0 7];[5 0 7];;
grouping;14.5;-------;-------;-------
14.5;[0 0 3];[0 0 3];;
15;[0 0];[0 0];;
16;[0 0 10];[0 0 10];;
16.5;[0 0];[0 0];;
17;[0 0 10];[0 0 10];;
18;[0 0];[0 0];;
19;[0 0 10];[0 0 10];;
19.5;[0 0];[0 0];;
20;[0 0 10];[0 0 10];;
21;[0 0];[0 0];;
22.5;[3 0 7];[3 0 7];;
23.5;[3 0 4];;;
23.75;[3 0];;;
grouping;24;-------;-------;-------
24;[0 0 7];[0 0 7];;
24.5;[0 0 7];;;
25.25;[7 0 3 5];;;
25.5;[5 0 7];[5 0 7];;
25.75;[0 0 3];;;
26;[0 0];[0 0];;
26.75;[0 0 10];;;
27;[0 0 3];[0 0 3];;
27.5;[0 0 7];[0 0 7];;
28.25;[7 0 3 5];;;
28.5;[5 0 7];[5 0 7];;
grouping;29.5;-------;-------;-------
29.5;[0 0 3];[0 0 3];;
30;[0 0];[0 0];;
31;[0 0 10];[0 0 10];;
31.5;[0 0];[0 0];;
32.5;[0 0 10];[0 0 10];;
33;[0 0];[0 0];;
33.25;[0 0 10];;;
33.5;[0 0 3];[0 0 3];;
33.75;[0 0 10];;;
34;[0 0];[0 0];;
34.5;[0 0];[0 0];;
36;[0 0 10];[0 0 10];;
